date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order,bib
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1891763,HANEDA Takuya,Person,JPN,Japan,11.0,96.82,TIME,,+6.92,,4,17
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1980848,SAVSEK Benjamin,Person,SLO,Slovenia,12.0,97.04,TIME,,+7.14,,20,1
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1966232,BALDONI Alex,Person,CAN,Canada,13.0,97.32,TIME,,+7.42,,6,15
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1955115,EICHFELD Casey,Person,USA,United States,14.0,99.84,TIME,,+9.94,,7,14
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1961080,BENUS Matej,Person,SVK,Slovakia,15.0,100.28,TIME,,+10.38,,17,4
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1966883,OTTEN Joris,Person,NED,Netherlands,16.0,101.92,TIME,,+12.02,,5,16
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1544434,JEGOU Liam,Person,IRL,Ireland,17.0,102.67,TIME,,+12.77,,11,10
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1952613,GONCALVES Pedro,Person,BRA,Brazil,18.0,111.07,TIME,,+21.17,,1,20
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,3520241,REZANEJAD Amir,Person,EOR,EOR,19.0,116.16,TIME,,+26.26,,3,18
2024-07-27T15:57:24+02:00,CSLMC1----------------HEAT000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 1st Run,Heats 1st Run,M,Canoe Slalom,CSL,Nautical St - White water,1921206,JEMAI Salim,Person,TUN,Tunisia,20.0,128.42,TIME,,+38.52,,2,19
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1880479,GESTIN Nicolas,Person,FRA,France,1.0,88.78,TIME,,0.00,,19,2
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1906723,BOURHIS Yves,Person,SEN,Senegal,2.0,92.14,TIME,,+3.36,,8,13
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1913764,TASIADIS Sideris,Person,GER,Germany,3.0,92.43,TIME,,+3.65,,15,6
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1955115,EICHFELD Casey,Person,USA,United States,4.0,94.69,TIME,,+5.91,,7,14
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1961080,BENUS Matej,Person,SVK,Slovakia,5.0,94.91,TIME,,+6.13,,17,4
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1550978,IVALDI Raffaello,Person,ITA,Italy,6.0,94.96,TIME,,+6.18,,16,5
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1896030,BURGESS Adam,Person,GBR,Great Britain,7.0,95.08,TIME,,+6.30,,14,7
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1962626,ROHAN Lukas,Person,CZE,Czechia,8.0,97.74,TIME,,+8.96,,13,8
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1561149,MARINIC Matija,Person,CRO,Croatia,9.0,98.44,TIME,,+9.66,,10,11
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1966232,BALDONI Alex,Person,CAN,Canada,10.0,98.56,TIME,,+9.78,,6,15
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1891763,HANEDA Takuya,Person,JPN,Japan,11.0,99.59,TIME,,+10.81,,4,17
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1544434,JEGOU Liam,Person,IRL,Ireland,12.0,99.93,TIME,,+11.15,,11,10
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1942122,HEDWIG Grzegorz,Person,POL,Poland,13.0,100.30,TIME,,+11.52,,9,12
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1940211,CARTER Tristan,Person,AUS,Australia,14.0,103.87,TIME,,+15.09,,12,9
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1966883,OTTEN Joris,Person,NED,Netherlands,15.0,110.93,TIME,,+22.15,,5,16
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,3520241,REZANEJAD Amir,Person,EOR,EOR,16.0,119.48,TIME,,+30.70,,3,18
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1921206,JEMAI Salim,Person,TUN,Tunisia,17.0,130.02,TIME,,+41.24,,2,19
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1953955,TRAVE Miquel,Person,ESP,Spain,18.0,143.45,TIME,,+54.67,,18,3
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1952613,GONCALVES Pedro,Person,BRA,Brazil,19.0,154.48,TIME,,+65.70,,1,20
2024-07-27T18:09:35+02:00,CSLMC1----------------HEAT000200--,CSLMC1,Men's Canoe Single,Men's Canoe Single Heats 2nd Run,Heats 2nd Run,M,Canoe Slalom,CSL,Nautical St - White water,1980848,SAVSEK Benjamin,Person,SLO,Slovenia,20.0,192.64,TIME,,+103.86,,20,1
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1880479,GESTIN Nicolas,Person,FRA,France,1.0,93.12,TIME,,0.00,F,16,2
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1953955,TRAVE Miquel,Person,ESP,Spain,2.0,96.69,TIME,,+3.57,F,11,3
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1913764,TASIADIS Sideris,Person,GER,Germany,3.0,96.74,TIME,,+3.62,F,10,6
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1896030,BURGESS Adam,Person,GBR,Great Britain,4.0,97.21,TIME,,+4.09,F,15,7
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1980848,SAVSEK Benjamin,Person,SLO,Slovenia,5.0,98.28,TIME,,+5.16,F,3,1
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1544434,JEGOU Liam,Person,IRL,Ireland,6.0,98.52,TIME,,+5.40,F,1,10
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1561149,MARINIC Matija,Person,CRO,Croatia,7.0,98.82,TIME,,+5.70,F,14,11
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1940211,CARTER Tristan,Person,AUS,Australia,8.0,99.45,TIME,,+6.33,F,8,9
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1906723,BOURHIS Yves,Person,SEN,Senegal,9.0,99.51,TIME,,+6.39,F,12,13
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1962626,ROHAN Lukas,Person,CZE,Czechia,10.0,101.54,TIME,,+8.42,F,5,8
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1961080,BENUS Matej,Person,SVK,Slovakia,11.0,102.59,TIME,,+9.47,F,6,4
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1942122,HEDWIG Grzegorz,Person,POL,Poland,12.0,104.24,TIME,,+11.12,F,9,12
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1891763,HANEDA Takuya,Person,JPN,Japan,13.0,107.11,TIME,,+13.99,,4,17
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1550978,IVALDI Raffaello,Person,ITA,Italy,14.0,108.20,TIME,,+15.08,,13,5
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1966232,BALDONI Alex,Person,CAN,Canada,15.0,127.41,TIME,,+34.29,,2,15
2024-07-29T16:26:54+02:00,CSLMC1----------------SFNL000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Semifinal,Semifinal,M,Canoe Slalom,CSL,Nautical St - White water,1955115,EICHFELD Casey,Person,USA,United States,16.0,162.23,TIME,,+69.11,,7,14
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1880479,GESTIN Nicolas,Person,FRA,France,1.0,91.36,TIME,,0.00,,12,2
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1896030,BURGESS Adam,Person,GBR,Great Britain,2.0,96.84,TIME,,+5.48,,9,7
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1961080,BENUS Matej,Person,SVK,Slovakia,3.0,97.03,TIME,,+5.67,,2,4
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1913764,TASIADIS Sideris,Person,GER,Germany,4.0,97.27,TIME,,+5.91,,10,6
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1953955,TRAVE Miquel,Person,ESP,Spain,5.0,97.92,TIME,,+6.56,,11,3
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1962626,ROHAN Lukas,Person,CZE,Czechia,6.0,98.09,TIME,,+6.73,,3,8
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1544434,JEGOU Liam,Person,IRL,Ireland,7.0,98.52,TIME,,+7.16,,7,10
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1561149,MARINIC Matija,Person,CRO,Croatia,8.0,100.35,TIME,,+8.99,,6,11
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1940211,CARTER Tristan,Person,AUS,Australia,9.0,100.73,TIME,,+9.37,,5,9
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1942122,HEDWIG Grzegorz,Person,POL,Poland,10.0,105.81,TIME,,+14.45,,1,12
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1980848,SAVSEK Benjamin,Person,SLO,Slovenia,11.0,144.93,TIME,,+53.57,,8,1
2024-07-29T18:11:15+02:00,CSLMC1----------------FNL-000100--,CSLMC1,Men's Canoe Single,Men's Canoe Single Final,Final,M,Canoe Slalom,CSL,Nautical St - White water,1906723,BOURHIS Yves,Person,SEN,Senegal,12.0,145.78,TIME,,+54.42,,4,13
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1896032,CLARKE Joseph,Person,GBR,Great Britain,1.0,66.08,TIME,,0.00,R1,38,1
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1952613,GONCALVES Pedro,Person,BRA,Brazil,2.0,66.41,TIME,,+0.33,R1,28,11
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1880464,CASTRYCK Titouan,Person,FRA,France,3.0,67.29,TIME,,+1.21,R1,26,13
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1880501,NEVEU Boris,Person,FRA,France,4.0,67.48,TIME,,+1.40,R1,37,2
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1550975,de GENNARO Giovanni,Person,ITA,Italy,5.0,67.71,TIME,,+1.63,R1,36,3
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1945386,BUTCHER Finn,Person,NZL,New Zealand,6.0,67.74,TIME,,+1.66,R1,33,6
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1563846,OSCHMAUTZ Felix,Person,AUT,Austria,7.0,67.87,TIME,,+1.79,R1,34,5
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1913780,HEGGE Noah,Person,GER,Germany,8.0,68.01,TIME,,+1.93,R1,21,18
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1942120,POLACZYK Mateusz,Person,POL,Poland,9.0,68.11,TIME,,+2.03,R1,25,14
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1953948,OCHOA Manuel,Person,ESP,Spain,10.0,68.66,TIME,,+2.58,R1,31,8
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1953955,TRAVE Miquel,Person,ESP,Spain,11.0,68.70,TIME,,+2.62,R1,23,16
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1921206,JEMAI Salim,Person,TUN,Tunisia,12.0,68.91,TIME,,+2.83,R1,15,24
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1927300,QUAN Xin,Person,CHN,China,13.0,69.13,TIME,,+3.05,R1,22,17
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1565712,HENDRICK Noel,Person,IRL,Ireland,14.0,69.31,TIME,,+3.23,R1,17,22
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1962626,ROHAN Lukas,Person,CZE,Czechia,15.0,69.80,TIME,,+3.72,R1,16,23
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1572245,OHRSTROM Isak,Person,SWE,Sweden,16.0,70.29,TIME,,+4.21,R1,27,12
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1558732,SOUDI Mathis,Person,MAR,Morocco,17.0,70.53,TIME,,+4.45,R1,24,15
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1544434,JEGOU Liam,Person,IRL,Ireland,18.0,70.81,TIME,,+4.73,R1,6,33
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1911478,GRIGAR Jakub,Person,SVK,Slovakia,19.0,71.18,TIME,,+5.10,R1,12,27
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1940210,ANDERSON Timothy,Person,AUS,Australia,20.0,71.41,TIME,,+5.33,R1,30,9
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1962624,PRSKAVEC Jiri,Person,CZE,Czechia,21.0,71.71,TIME,,+5.63,R1,7,32
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1940211,CARTER Tristan,Person,AUS,Australia,22.0,72.94,TIME,,+6.86,R1,20,19
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1961080,BENUS Matej,Person,SVK,Slovakia,23.0,73.54,TIME,,+7.46,R1,14,25
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1966232,BALDONI Alex,Person,CAN,Canada,24.0,73.70,TIME,,+7.62,R1,29,10
2024-08-02T16:34:49+02:00,CSLMX1----------------QUAL000100--,CSLMX1,Men's Kayak Cross,Men's Kayak Cross Time Trial,Time Trial,M,Canoe Slalom,CSL,Nautical St - White water,1980848,SAVSEK Benjamin,Person,SLO,Slovenia,25.0,74.18,TIME,,+8.10,R1,4,35
