date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,start_order,bib
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1536184,STREHLKE DELGADO Paulo,Person,MEX,Mexico,12.0,1:56:28.4,TIME,,+5:35.7,20,20
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1945586,LEE Kyle,Person,AUS,Australia,13.0,1:56:42.5,TIME,,+5:49.8,3,3
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1544169,ROBINSON Tobias Patrick,Person,GBR,Great Britain,14.0,1:56:43.0,TIME,,+5:50.3,7,7
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1891664,MINAMIDE Taishin,Person,JPN,Japan,15.0,1:56:57.3,TIME,,+6:04.6,22,22
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1897277,RODITI Matan,Person,ISR,Israel,16.0,1:57:02.3,TIME,,+6:09.6,27,27
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1966987,FARINANGO BERRU David Andres,Person,ECU,Ecuador,17.0,1:57:08.6,TIME,,+6:15.9,4,4
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1539969,WIFFEN Daniel,Person,IRL,Ireland,18.0,1:57:20.1,TIME,,+6:27.4,18,18
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1935972,PUSKOVITCH Ivan,Person,USA,United States,19.0,1:57:52.5,TIME,,+6:59.8,12,12
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1895261,STRAKA Martin,Person,CZE,Czechia,20.0,1:57:52.9,TIME,,+7:00.2,26,26
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1565158,HERCOG Jan,Person,AUT,Austria,21.0,2:01:03.8,TIME,,+10:11.1,13,13
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1879451,WOZNIAK Piotr,Person,POL,Poland,22.0,2:02:38.6,TIME,,+11:45.9,15,15
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1887955,TUNCELLI Kuzey,Person,TUR,Türkiye,23.0,2:02:58.1,TIME,,+12:05.4,31,31
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1565147,AUBOECK Felix,Person,AUT,Austria,24.0,2:03:00.5,TIME,,+12:07.8,24,24
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1878616,CHRISTIANSEN Henrik,Person,NOR,Norway,25.0,2:03:38.2,TIME,,+12:45.5,21,21
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1951604,COSTA Guilherme,Person,BRA,Brazil,,,IRM,DNF,,25,25
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1954833,GARACH BENITO Carlos,Person,ESP,Spain,,,IRM,DNF,,29,29
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1561770,SEIDLER Phillip,Person,NAM,Namibia,,,IRM,DNF,,1,1
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1887960,ALBAYRAK Emir Batur,Person,TUR,Türkiye,,,IRM,DNF,,2,2
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1572551,JOHANSSON Victor,Person,SWE,Sweden,,,IRM,DNS,,8,8
2024-08-09T09:37:28+02:00,OWSM10KM--------------FNL-000100--,OWSM10KM,Men's 10km,Men's 10km,Men's 10km,M,Marathon Swimming,OWS,Pont Alexandre III,1941821,JAOUADI Ahmed,Person,TUN,Tunisia,,,IRM,DNS,,11,11
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1972515,van ROUWENDAAL Sharon,Person,NED,Netherlands,1.0,2:03:34.2,TIME,,,2,2
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1945588,JOHNSON Moesha,Person,AUS,Australia,2.0,2:03:39.7,TIME,,+5.5,15,15
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1925804,TADDEUCCI Ginevra,Person,ITA,Italy,3.0,2:03:42.8,TIME,,+8.6,13,13
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1951595,CUNHA Ana Marcela,Person,BRA,Brazil,4.0,2:04:15.7,TIME,,+41.5,8,8
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1902547,FABIAN Bettina,Person,HUN,Hungary,5.0,2:04:16.9,TIME,,+42.7,23,23
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1925700,GABBRIELLESCHI Giulia,Person,ITA,Italy,6.0,2:04:17.9,TIME,,+43.7,11,11
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1902945,CASSIGNOL Oceane,Person,FRA,France,7.0,2:06:06.9,TIME,,+2:32.7,14,14
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1902946,JOUISSE Caroline,Person,FRA,France,8.0,2:06:11.0,TIME,,+2:36.8,1,1
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1907196,BECK Leonie,Person,GER,Germany,9.0,2:06:13.4,TIME,,+2:39.2,4,4
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1954805,MARTINEZ GUILLEN Angela,Person,ESP,Spain,10.0,2:06:15.3,TIME,,+2:41.1,19,19
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1951623,JUNGBLUT Viviane,Person,BRA,Brazil,11.0,2:06:15.8,TIME,,+2:41.6,17,17
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1949650,ANDRE Angelica,Person,POR,Portugal,12.0,2:06:17.0,TIME,,+2:42.8,3,3
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1891660,EBINA Airi,Person,JPN,Japan,13.0,2:06:17.7,TIME,,+2:43.5,22,22
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1945585,GUBECKA Chelsea,Person,AUS,Australia,14.0,2:06:17.8,TIME,,+2:43.6,10,10
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1935909,GRIMES Katie,Person,USA,United States,15.0,2:06:29.6,TIME,,+2:55.4,5,5
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1935893,DENIGAN Mariah,Person,USA,United States,16.0,2:06:42.9,TIME,,+3:08.7,21,21
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1954804,de VALDES ALVAREZ Maria,Person,ESP,Spain,17.0,2:07:02.4,TIME,,+3:28.2,24,24
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1552569,POU Lisa,Person,MON,Monaco,18.0,2:07:05.4,TIME,,+3:31.2,20,20
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1536190,SANDOVAL AYALA Martha,Person,MEX,Mexico,19.0,2:07:24.9,TIME,,+3:50.7,18,18
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1544165,CRISP Leah Phoebe,Person,GBR,Great Britain,20.0,2:07:46.7,TIME,,+4:12.5,16,16
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1944208,BRAMONT-ARIAS Maria Alejandra,Person,PER,Peru,21.0,2:12:44.7,TIME,,+9:10.5,9,9
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1907231,MAERTENS Leonie,Person,GER,Germany,22.0,2:15:57.3,TIME,,+12:23.1,7,7
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1967110,FINLIN Emma,Person,CAN,Canada,23.0,2:22:06.5,TIME,,+18:32.3,12,12
2024-08-08T09:59:06+02:00,OWSW10KM--------------FNL-000100--,OWSW10KM,Women's 10km,Women's 10km,Women's 10km,W,Marathon Swimming,OWS,Pont Alexandre III,1898298,XIN Xin,Person,CHN,China,24.0,2:27:02.9,TIME,,+23:28.7,6,6
