date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT
2024-07-29T21:40:25+02:00,BOXMO92KG-------------8FNL000600--,BOXMO92KG,Men's +92kg,Men's +92kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1952537,TEIXEIRA da SILVA JUNIOR Abner,Person,BRA,Brazil,2,POINTS,L
2024-07-29T21:58:12+02:00,BOXMO92KG-------------8FNL000800--,BOXMO92KG,Men's +92kg,Men's +92kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1541730,CHALOYAN Davit,Person,ARM,Armenia,3,POINTS,W
2024-07-29T21:58:12+02:00,BOXMO92KG-------------8FNL000800--,BOXMO92KG,Men's +92kg,Men's +92kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1912007,ORIE Delicious,Person,GBR,Great Britain,2,POINTS,L
2024-07-29T22:15:13+02:00,BOXMO92KG-------------8FNL000700--,BOXMO92KG,Men's +92kg,Men's +92kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1932832,KUNKABAYEV Kamshybek,Person,KAZ,Kazakhstan,2,POINTS,L
2024-07-29T22:15:13+02:00,BOXMO92KG-------------8FNL000700--,BOXMO92KG,Men's +92kg,Men's +92kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1934775,GHADFA DRISSI EL AISSAOUI Ayoub,Person,ESP,Spain,3,POINTS,W
2024-08-02T18:03:44+02:00,BOXMO92KG-------------QFNL000100--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1899514,LENZI Diego,Person,ITA,Italy,0,POINTS,L
2024-08-02T18:03:44+02:00,BOXMO92KG-------------QFNL000100--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1895903,TIAFACK Nelvie Raman,Person,GER,Germany,5,POINTS,W
2024-08-02T18:21:18+02:00,BOXMO92KG-------------QFNL000200--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1940141,TEREMOANA Teremoana,Person,AUS,Australia,0,POINTS,L
2024-08-02T18:21:18+02:00,BOXMO92KG-------------QFNL000200--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1556869,JALOLOV Bakhodir,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-02T22:33:55+02:00,BOXMO92KG-------------QFNL000300--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1879120,ABOUDOU MOINDZE Djamili-Dini,Person,FRA,France,4,POINTS,W
2024-08-02T22:33:55+02:00,BOXMO92KG-------------QFNL000300--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1974905,CONGO CHALA Gerlon Gilmar,Person,ECU,Ecuador,1,POINTS,L
2024-08-02T22:52:40+02:00,BOXMO92KG-------------QFNL000400--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1934775,GHADFA DRISSI EL AISSAOUI Ayoub,Person,ESP,Spain,5,POINTS,W
2024-08-02T22:52:40+02:00,BOXMO92KG-------------QFNL000400--,BOXMO92KG,Men's +92kg,Men's +92kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1541730,CHALOYAN Davit,Person,ARM,Armenia,0,POINTS,L
2024-08-07T22:22:46+02:00,BOXMO92KG-------------SFNL000100--,BOXMO92KG,Men's +92kg,Men's +92kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1895903,TIAFACK Nelvie Raman,Person,GER,Germany,0,POINTS,L
2024-08-07T22:22:46+02:00,BOXMO92KG-------------SFNL000100--,BOXMO92KG,Men's +92kg,Men's +92kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1556869,JALOLOV Bakhodir,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-07T22:41:42+02:00,BOXMO92KG-------------SFNL000200--,BOXMO92KG,Men's +92kg,Men's +92kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1879120,ABOUDOU MOINDZE Djamili-Dini,Person,FRA,France,0,POINTS,L
2024-08-07T22:41:42+02:00,BOXMO92KG-------------SFNL000200--,BOXMO92KG,Men's +92kg,Men's +92kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1934775,GHADFA DRISSI EL AISSAOUI Ayoub,Person,ESP,Spain,5,POINTS,W
2024-08-10T23:13:28+02:00,BOXMO92KG-------------FNL-000100--,BOXMO92KG,Men's +92kg,Men's +92kg - Final,Final,M,Boxing,BOX,Roland-Garros Stadium,1556869,JALOLOV Bakhodir,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-10T23:13:28+02:00,BOXMO92KG-------------FNL-000100--,BOXMO92KG,Men's +92kg,Men's +92kg - Final,Final,M,Boxing,BOX,Roland-Garros Stadium,1934775,GHADFA DRISSI EL AISSAOUI Ayoub,Person,ESP,Spain,0,POINTS,L
2024-07-28T11:14:44+02:00,BOXM51KG--------------R32-000200--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1894577,AHMADISAFA Omid,Person,EOR,EOR,0,POINTS,L
2024-07-28T11:14:44+02:00,BOXM51KG--------------R32-000200--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1955644,HILL Roscoe,Person,USA,United States,5,POINTS,W
2024-07-30T11:14:45+02:00,BOXM51KG--------------8FNL000100--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1879110,BENNAMA Billal,Person,FRA,France,3,POINTS,W
2024-07-30T11:14:45+02:00,BOXM51KG--------------8FNL000100--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1955644,HILL Roscoe,Person,USA,United States,2,POINTS,L
2024-07-30T11:31:48+02:00,BOXM51KG--------------8FNL000200--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1551804,CLARO FIZ Alejandro,Person,CUB,Cuba,5,POINTS,W
2024-07-30T11:31:48+02:00,BOXM51KG--------------8FNL000200--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1952549,da SILVA TRINDADE Michael Douglas,Person,BRA,Brazil,0,POINTS,L
2024-07-30T11:48:44+02:00,BOXM51KG--------------8FNL000300--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1940145,CHOTHIA Yusuf,Person,AUS,Australia,1,POINTS,L
2024-07-30T11:48:44+02:00,BOXM51KG--------------8FNL000300--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1934782,LOZANO SERRANO Rafael,Person,ESP,Spain,4,POINTS,W
2024-07-30T15:44:33+02:00,BOXM51KG--------------8FNL000400--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1972291,HUSEYNOV Nijat,Person,AZE,Azerbaijan,0,POINTS,L
2024-07-30T15:44:33+02:00,BOXM51KG--------------8FNL000400--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1908817,ALCANTARA REYES Yunior,Person,DOM,Dominican Republic,5,POINTS,W
2024-07-30T16:02:16+02:00,BOXM51KG--------------8FNL000500--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1918186,CHINYEMBA Patrick,Person,ZAM,Zambia,4,POINTS,W
2024-07-30T16:02:16+02:00,BOXM51KG--------------8FNL000500--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1550233,AMIT Amit,Person,IND,India,1,POINTS,L
2024-07-30T16:19:27+02:00,BOXM51KG--------------8FNL000600--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1892464,de PINA David,Person,CPV,Cabo Verde,4,POINTS,W
2024-07-30T16:19:27+02:00,BOXM51KG--------------8FNL000600--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1898237,PANMOT Thitisan,Person,THA,Thailand,1,POINTS,L
2024-07-30T20:14:31+02:00,BOXM51KG--------------8FNL000700--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1568194,GUMUS Samet,Person,TUR,Türkiye,0,POINTS,L
2024-07-30T20:14:31+02:00,BOXM51KG--------------8FNL000700--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1932820,BIBOSSINOV Saken,Person,KAZ,Kazakhstan,5,POINTS,W
2024-07-30T20:31:16+02:00,BOXM51KG--------------8FNL000800--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1566527,LOPEZ de JESUS Juanma,Person,PUR,Puerto Rico,0,POINTS,L
2024-07-30T20:31:16+02:00,BOXM51KG--------------8FNL000800--,BOXM51KG,Men's 51kg,Men's 51kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1556045,DUSMATOV Hasanboy,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-02T16:54:58+02:00,BOXM51KG--------------QFNL000100--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1879110,BENNAMA Billal,Person,FRA,France,3,POINTS,W
2024-08-02T16:54:58+02:00,BOXM51KG--------------QFNL000100--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1551804,CLARO FIZ Alejandro,Person,CUB,Cuba,2,POINTS,L
2024-08-02T17:12:29+02:00,BOXM51KG--------------QFNL000200--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1934782,LOZANO SERRANO Rafael,Person,ESP,Spain,2,POINTS,L
2024-08-02T17:12:29+02:00,BOXM51KG--------------QFNL000200--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1908817,ALCANTARA REYES Yunior,Person,DOM,Dominican Republic,3,POINTS,W
2024-08-02T21:24:21+02:00,BOXM51KG--------------QFNL000300--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1918186,CHINYEMBA Patrick,Person,ZAM,Zambia,0,POINTS,L
2024-08-02T21:24:21+02:00,BOXM51KG--------------QFNL000300--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1892464,de PINA David,Person,CPV,Cabo Verde,5,POINTS,W
2024-08-02T21:41:44+02:00,BOXM51KG--------------QFNL000400--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1932820,BIBOSSINOV Saken,Person,KAZ,Kazakhstan,2,POINTS,L
2024-08-02T21:41:44+02:00,BOXM51KG--------------QFNL000400--,BOXM51KG,Men's 51kg,Men's 51kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1556045,DUSMATOV Hasanboy,Person,UZB,Uzbekistan,3,POINTS,W
2024-08-04T12:46:06+02:00,BOXM51KG--------------SFNL000100--,BOXM51KG,Men's 51kg,Men's 51kg - Semifinal,Semifinal,M,Boxing,BOX,North Paris Arena,1879110,BENNAMA Billal,Person,FRA,France,5,POINTS,W
2024-08-04T12:46:06+02:00,BOXM51KG--------------SFNL000100--,BOXM51KG,Men's 51kg,Men's 51kg - Semifinal,Semifinal,M,Boxing,BOX,North Paris Arena,1908817,ALCANTARA REYES Yunior,Person,DOM,Dominican Republic,0,POINTS,L
2024-08-04T17:14:17+02:00,BOXM51KG--------------SFNL000200--,BOXM51KG,Men's 51kg,Men's 51kg - Semifinal,Semifinal,M,Boxing,BOX,North Paris Arena,1892464,de PINA David,Person,CPV,Cabo Verde,0,POINTS,L
2024-08-04T17:14:17+02:00,BOXM51KG--------------SFNL000200--,BOXM51KG,Men's 51kg,Men's 51kg - Semifinal,Semifinal,M,Boxing,BOX,North Paris Arena,1556045,DUSMATOV Hasanboy,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-08T23:00:02+02:00,BOXM51KG--------------FNL-000100--,BOXM51KG,Men's 51kg,Men's 51kg - Final,Final,M,Boxing,BOX,Roland-Garros Stadium,1879110,BENNAMA Billal,Person,FRA,France,0,POINTS,L
2024-08-08T23:00:02+02:00,BOXM51KG--------------FNL-000100--,BOXM51KG,Men's 51kg,Men's 51kg - Final,Final,M,Boxing,BOX,Roland-Garros Stadium,1556045,DUSMATOV Hasanboy,Person,UZB,Uzbekistan,5,POINTS,W
2024-07-28T15:44:44+02:00,BOXM57KG--------------R32-000200--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1565074,IBRAHIM Nebil,Person,SWE,Sweden,5,POINTS,W
2024-07-28T15:44:44+02:00,BOXM57KG--------------R32-000200--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1931584,ABUSAL Wasim,Person,PLE,Palestine,0,POINTS,L
2024-07-31T11:14:48+02:00,BOXM57KG--------------8FNL000100--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1556049,KHALOKOV Abdumalik,Person,UZB,Uzbekistan,5,POINTS,W
2024-07-31T11:14:48+02:00,BOXM57KG--------------8FNL000100--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1565074,IBRAHIM Nebil,Person,SWE,Sweden,0,POINTS,L
2024-07-31T11:32:23+02:00,BOXM57KG--------------8FNL000200--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1932821,SABYRKHAN Makhmud,Person,KAZ,Kazakhstan,1,POINTS,L
2024-07-31T11:32:23+02:00,BOXM57KG--------------8FNL000200--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1934789,QUILES BROTONS Jose,Person,ESP,Spain,4,POINTS,W
2024-07-31T15:44:46+02:00,BOXM57KG--------------8FNL000300--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1979881,PAALAM Carlo,Person,PHI,Philippines,5,POINTS,W
2024-07-31T15:44:46+02:00,BOXM57KG--------------8FNL000300--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1981375,GALLAGHER Jude,Person,IRL,Ireland,0,POINTS,L
2024-07-31T16:02:00+02:00,BOXM57KG--------------8FNL000400--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1903115,USTUROI Vasile,Person,BEL,Belgium,1,POINTS,L
2024-07-31T16:02:00+02:00,BOXM57KG--------------8FNL000400--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1940136,SENIOR Charlie,Person,AUS,Australia,4,POINTS,W
2024-07-31T16:19:39+02:00,BOXM57KG--------------8FNL000500--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1955643,HARVEY Jahmal,Person,USA,United States,3,POINTS,W
2024-07-31T16:19:39+02:00,BOXM57KG--------------8FNL000500--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1952548,OLIVEIRA Luiz Gabriel,Person,BRA,Brazil,2,POINTS,L
2024-07-31T20:13:35+02:00,BOXM57KG--------------8FNL000600--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1878687,SEIITBEK UULU Munarbek,Person,KGZ,Kyrgyzstan,3,POINTS,W
2024-07-31T20:13:35+02:00,BOXM57KG--------------8FNL000600--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1551884,HORTA RODRIGUEZ del REY Saidel Ivan,Person,CUB,Cuba,2,POINTS,L
2024-07-31T20:30:00+02:00,BOXM57KG--------------8FNL000700--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1913573,HARADA Shudai,Person,JPN,Japan,5,POINTS,W
2024-07-31T20:30:00+02:00,BOXM57KG--------------8FNL000700--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1540704,GONZALEZ LANDAZURY Yilmar Leandro,Person,COL,Colombia,0,POINTS,L
2024-07-31T20:46:48+02:00,BOXM57KG--------------8FNL000800--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1564356,ABDURAIMOV Aider,Person,UKR,Ukraine,0,POINTS,L
2024-07-31T20:46:48+02:00,BOXM57KG--------------8FNL000800--,BOXM57KG,Men's 57kg,Men's 57kg - Preliminaries - Round of 16,Preliminaries - Round of 16,M,Boxing,BOX,North Paris Arena,1555185,IBANEZ DIAZ Javier,Person,BUL,Bulgaria,5,POINTS,W
2024-08-03T15:44:36+02:00,BOXM57KG--------------QFNL000100--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1556049,KHALOKOV Abdumalik,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-03T15:44:36+02:00,BOXM57KG--------------QFNL000100--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1934789,QUILES BROTONS Jose,Person,ESP,Spain,0,POINTS,L
2024-08-03T16:02:03+02:00,BOXM57KG--------------QFNL000200--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1979881,PAALAM Carlo,Person,PHI,Philippines,2,POINTS,L
2024-08-03T16:02:03+02:00,BOXM57KG--------------QFNL000200--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1940136,SENIOR Charlie,Person,AUS,Australia,3,POINTS,W
2024-08-03T20:14:41+02:00,BOXM57KG--------------QFNL000300--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1955643,HARVEY Jahmal,Person,USA,United States,2,POINTS,L
2024-08-03T20:14:41+02:00,BOXM57KG--------------QFNL000300--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1878687,SEIITBEK UULU Munarbek,Person,KGZ,Kyrgyzstan,3,POINTS,W
2024-08-03T20:31:37+02:00,BOXM57KG--------------QFNL000400--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1913573,HARADA Shudai,Person,JPN,Japan,0,POINTS,L
2024-08-03T20:31:37+02:00,BOXM57KG--------------QFNL000400--,BOXM57KG,Men's 57kg,Men's 57kg - Quarterfinal,Quarterfinal,M,Boxing,BOX,North Paris Arena,1555185,IBANEZ DIAZ Javier,Person,BUL,Bulgaria,5,POINTS,W
2024-08-08T21:45:33+02:00,BOXM57KG--------------SFNL000100--,BOXM57KG,Men's 57kg,Men's 57kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1556049,KHALOKOV Abdumalik,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-08T21:45:33+02:00,BOXM57KG--------------SFNL000100--,BOXM57KG,Men's 57kg,Men's 57kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1940136,SENIOR Charlie,Person,AUS,Australia,0,POINTS,L
2024-08-08T22:04:28+02:00,BOXM57KG--------------SFNL000200--,BOXM57KG,Men's 57kg,Men's 57kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1878687,SEIITBEK UULU Munarbek,Person,KGZ,Kyrgyzstan,4,POINTS,W
2024-08-08T22:04:28+02:00,BOXM57KG--------------SFNL000200--,BOXM57KG,Men's 57kg,Men's 57kg - Semifinal,Semifinal,M,Boxing,BOX,Roland-Garros Stadium,1555185,IBANEZ DIAZ Javier,Person,BUL,Bulgaria,1,POINTS,L
2024-08-10T22:05:05+02:00,BOXM57KG--------------FNL-000100--,BOXM57KG,Men's 57kg,Men's 57kg - Final,Final,M,Boxing,BOX,Roland-Garros Stadium,1556049,KHALOKOV Abdumalik,Person,UZB,Uzbekistan,5,POINTS,W
2024-08-10T22:05:05+02:00,BOXM57KG--------------FNL-000100--,BOXM57KG,Men's 57kg,Men's 57kg - Final,Final,M,Boxing,BOX,Roland-Garros Stadium,1878687,SEIITBEK UULU Munarbek,Person,KGZ,Kyrgyzstan,0,POINTS,L
2024-07-27T17:12:59+02:00,BOXM63KG--------------R32-000200--,BOXM63KG,Men's 63.5kg,Men's 63.5kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1921119,USMONOV Bakhodur,Person,TJK,Tajikistan,0,POINTS,L
2024-07-27T17:12:59+02:00,BOXM63KG--------------R32-000200--,BOXM63KG,Men's 63.5kg,Men's 63.5kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1555190,ROSENOV Radoslav Simeonov,Person,BUL,Bulgaria,5,POINTS,W
2024-07-27T17:30:27+02:00,BOXM63KG--------------R32-000700--,BOXM63KG,Men's 63.5kg,Men's 63.5kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1897202,ALKASBEH Obada,Person,JOR,Jordan,3,POINTS,W
2024-07-27T17:30:27+02:00,BOXM63KG--------------R32-000700--,BOXM63KG,Men's 63.5kg,Men's 63.5kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1546047,CLANCY Dean,Person,IRL,Ireland,2,POINTS,L
2024-07-27T21:54:33+02:00,BOXM63KG--------------R32-001000--,BOXM63KG,Men's 63.5kg,Men's 63.5kg - Preliminaries - Round of 32,Preliminaries - Round of 32,M,Boxing,BOX,North Paris Arena,1555537,ALVAREZ BORGES Erislandy,Person,CUB,Cuba,,RM,W
