date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,start_order
2024-07-24T23:11:22+02:00,FBLMTEAM11------------GPD-000100--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Parc des Princes,FBLMTEAM11--MLI01,Mali,Team,MLI,Mali,1,POINTS,T,1
2024-07-24T23:11:22+02:00,FBLMTEAM11------------GPD-000100--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Parc des Princes,FBLMTEAM11--ISR01,Israel,Team,ISR,Israel,1,POINTS,T,2
2024-07-24T23:29:10+02:00,FBLMTEAM11------------GPA-000100--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Marseille Stadium,FBLMTEAM11--FRA01,France,Team,FRA,France,3,POINTS,W,1
2024-07-24T23:29:10+02:00,FBLMTEAM11------------GPA-000100--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Marseille Stadium,FBLMTEAM11--USA01,United States of America,Team,USA,United States,0,POINTS,L,2
2024-07-25T18:00:19+02:00,FBLMTEAM11------------GPC-000200--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--EGY01,Egypt,Team,EGY,Egypt,0,POINTS,T,1
2024-07-25T18:00:19+02:00,FBLMTEAM11------------GPC-000200--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--DOM01,Dominican Republic,Team,DOM,Dominican Republic,0,POINTS,T,2
2024-07-27T17:37:43+02:00,FBLMTEAM11------------GPC-000400--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--DOM01,Dominican Republic,Team,DOM,Dominican Republic,1,POINTS,L,1
2024-07-27T17:37:43+02:00,FBLMTEAM11------------GPC-000400--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--ESP01,Spain,Team,ESP,Spain,3,POINTS,W,2
2024-07-27T17:47:02+02:00,FBLMTEAM11------------GPB-000300--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Lyon Stadium,FBLMTEAM11--ARG01,Argentina,Team,ARG,Argentina,3,POINTS,W,1
2024-07-27T17:47:02+02:00,FBLMTEAM11------------GPB-000300--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Lyon Stadium,FBLMTEAM11--IRQ01,Iraq,Team,IRQ,Iraq,1,POINTS,L,2
2024-07-27T20:04:22+02:00,FBLMTEAM11------------GPB-000400--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Geoffroy-Guichard Stadium,FBLMTEAM11--UKR01,Ukraine,Team,UKR,Ukraine,2,POINTS,W,1
2024-07-27T20:04:22+02:00,FBLMTEAM11------------GPB-000400--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Geoffroy-Guichard Stadium,FBLMTEAM11--MAR01,Morocco,Team,MAR,Morocco,1,POINTS,L,2
2024-07-27T21:32:58+02:00,FBLMTEAM11------------GPA-000400--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Marseille Stadium,FBLMTEAM11--NZL01,New Zealand,Team,NZL,New Zealand,1,POINTS,L,1
2024-07-27T21:32:58+02:00,FBLMTEAM11------------GPA-000400--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Marseille Stadium,FBLMTEAM11--USA01,United States of America,Team,USA,United States,4,POINTS,W,2
2024-07-27T22:55:34+02:00,FBLMTEAM11------------GPC-000300--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--UZB01,Uzbekistan,Team,UZB,Uzbekistan,0,POINTS,L,1
2024-07-27T22:55:34+02:00,FBLMTEAM11------------GPC-000300--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--EGY01,Egypt,Team,EGY,Egypt,1,POINTS,W,2
2024-07-27T23:13:36+02:00,FBLMTEAM11------------GPA-000300--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Nice Stadium,FBLMTEAM11--FRA01,France,Team,FRA,France,1,POINTS,W,1
2024-07-27T23:13:36+02:00,FBLMTEAM11------------GPA-000300--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Nice Stadium,FBLMTEAM11--GUI01,Guinea,Team,GUI,Guinea,0,POINTS,L,2
2024-07-27T23:34:10+02:00,FBLMTEAM11------------GPD-000400--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--JPN01,Japan,Team,JPN,Japan,1,POINTS,W,1
2024-07-27T23:34:10+02:00,FBLMTEAM11------------GPD-000400--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--MLI01,Mali,Team,MLI,Mali,0,POINTS,L,2
2024-07-30T17:25:33+02:00,FBLMTEAM11------------GPC-000500--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,Parc des Princes,FBLMTEAM11--DOM01,Dominican Republic,Team,DOM,Dominican Republic,1,POINTS,T,1
2024-07-30T17:25:33+02:00,FBLMTEAM11------------GPC-000500--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,Parc des Princes,FBLMTEAM11--UZB01,Uzbekistan,Team,UZB,Uzbekistan,1,POINTS,T,2
2024-07-30T18:05:22+02:00,FBLMTEAM11------------GPC-000600--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--ESP01,Spain,Team,ESP,Spain,1,POINTS,L,1
2024-07-30T18:05:22+02:00,FBLMTEAM11------------GPC-000600--,FBLMTEAM11,Men,Men's Group C,Group C,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--EGY01,Egypt,Team,EGY,Egypt,2,POINTS,W,2
2024-07-30T19:14:25+02:00,FBLMTEAM11------------GPB-000600--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Nice Stadium,FBLMTEAM11--MAR01,Morocco,Team,MAR,Morocco,3,POINTS,W,1
2024-07-30T19:14:25+02:00,FBLMTEAM11------------GPB-000600--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Nice Stadium,FBLMTEAM11--IRQ01,Iraq,Team,IRQ,Iraq,0,POINTS,L,2
2024-07-30T19:32:53+02:00,FBLMTEAM11------------GPB-000500--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Lyon Stadium,FBLMTEAM11--UKR01,Ukraine,Team,UKR,Ukraine,0,POINTS,L,1
2024-07-30T19:32:53+02:00,FBLMTEAM11------------GPB-000500--,FBLMTEAM11,Men,Men's Group B,Group B,M,Football,FBL,Lyon Stadium,FBLMTEAM11--ARG01,Argentina,Team,ARG,Argentina,2,POINTS,W,2
2024-07-30T21:21:40+02:00,FBLMTEAM11------------GPA-000600--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Geoffroy-Guichard Stadium,FBLMTEAM11--USA01,United States of America,Team,USA,United States,3,POINTS,W,1
2024-07-30T21:21:40+02:00,FBLMTEAM11------------GPA-000600--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Geoffroy-Guichard Stadium,FBLMTEAM11--GUI01,Guinea,Team,GUI,Guinea,0,POINTS,L,2
2024-07-30T21:21:42+02:00,FBLMTEAM11------------GPA-000500--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Marseille Stadium,FBLMTEAM11--NZL01,New Zealand,Team,NZL,New Zealand,0,POINTS,L,1
2024-07-30T21:21:42+02:00,FBLMTEAM11------------GPA-000500--,FBLMTEAM11,Men,Men's Group A,Group A,M,Football,FBL,Marseille Stadium,FBLMTEAM11--FRA01,France,Team,FRA,France,3,POINTS,W,2
2024-07-30T23:14:27+02:00,FBLMTEAM11------------GPD-000600--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Parc des Princes,FBLMTEAM11--PAR01,Paraguay,Team,PAR,Paraguay,1,POINTS,W,1
2024-07-30T23:14:27+02:00,FBLMTEAM11------------GPD-000600--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Parc des Princes,FBLMTEAM11--MLI01,Mali,Team,MLI,Mali,0,POINTS,L,2
2024-07-30T23:24:25+02:00,FBLMTEAM11------------GPD-000500--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--ISR01,Israel,Team,ISR,Israel,0,POINTS,L,1
2024-07-30T23:24:25+02:00,FBLMTEAM11------------GPD-000500--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--JPN01,Japan,Team,JPN,Japan,1,POINTS,W,2
2024-08-03T01:03:12+02:00,FBLMTEAM11------------QFNL000100--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--FRA01,France,Team,FRA,France,1,POINTS,W,1
2024-08-03T01:03:12+02:00,FBLMTEAM11------------QFNL000100--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Bordeaux Stadium,FBLMTEAM11--ARG01,Argentina,Team,ARG,Argentina,0,POINTS,L,2
2024-08-03T01:03:39+02:00,FBLMTEAM11------------QFNL000200--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Marseille Stadium,FBLMTEAM11--EGY01,Egypt,Team,EGY,Egypt,1,POINTS,W,1
2024-08-03T01:03:39+02:00,FBLMTEAM11------------QFNL000200--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Marseille Stadium,FBLMTEAM11--PAR01,Paraguay,Team,PAR,Paraguay,1,POINTS,L,2
2024-08-03T01:03:48+02:00,FBLMTEAM11------------QFNL000400--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Lyon Stadium,FBLMTEAM11--JPN01,Japan,Team,JPN,Japan,0,POINTS,L,1
2024-08-03T01:03:48+02:00,FBLMTEAM11------------QFNL000400--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Lyon Stadium,FBLMTEAM11--ESP01,Spain,Team,ESP,Spain,3,POINTS,W,2
2024-08-03T01:03:53+02:00,FBLMTEAM11------------QFNL000300--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Parc des Princes,FBLMTEAM11--MAR01,Morocco,Team,MAR,Morocco,4,POINTS,W,1
2024-08-03T01:03:53+02:00,FBLMTEAM11------------QFNL000300--,FBLMTEAM11,Men,Men's Quarter-final,Quarter-final,M,Football,FBL,Parc des Princes,FBLMTEAM11--USA01,United States of America,Team,USA,United States,0,POINTS,L,2
2024-08-03T01:41:26+02:00,FBLMTEAM11------------GPD-000300--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Parc des Princes,FBLMTEAM11--ISR01,Israel,Team,ISR,Israel,2,POINTS,L,1
2024-08-03T01:41:26+02:00,FBLMTEAM11------------GPD-000300--,FBLMTEAM11,Men,Men's Group D,Group D,M,Football,FBL,Parc des Princes,FBLMTEAM11--PAR01,Paraguay,Team,PAR,Paraguay,4,POINTS,W,2
2024-08-05T20:46:15+02:00,FBLMTEAM11------------SFNL000200--,FBLMTEAM11,Men,Men's Semi-final,Semi-final,M,Football,FBL,Marseille Stadium,FBLMTEAM11--MAR01,Morocco,Team,MAR,Morocco,1,POINTS,L,1
2024-08-05T20:46:15+02:00,FBLMTEAM11------------SFNL000200--,FBLMTEAM11,Men,Men's Semi-final,Semi-final,M,Football,FBL,Marseille Stadium,FBLMTEAM11--ESP01,Spain,Team,ESP,Spain,2,POINTS,W,2
2024-08-06T00:12:29+02:00,FBLMTEAM11------------SFNL000100--,FBLMTEAM11,Men,Men's Semi-final,Semi-final,M,Football,FBL,Lyon Stadium,FBLMTEAM11--FRA01,France,Team,FRA,France,3,POINTS,W,1
2024-08-06T00:12:29+02:00,FBLMTEAM11------------SFNL000100--,FBLMTEAM11,Men,Men's Semi-final,Semi-final,M,Football,FBL,Lyon Stadium,FBLMTEAM11--EGY01,Egypt,Team,EGY,Egypt,1,POINTS,L,2
2024-08-08T19:26:22+02:00,FBLMTEAM11------------FNL-000200--,FBLMTEAM11,Men,Men's Bronze Medal Match,Bronze Medal Match,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--EGY01,Egypt,Team,EGY,Egypt,0,POINTS,L,1
2024-08-08T19:26:22+02:00,FBLMTEAM11------------FNL-000200--,FBLMTEAM11,Men,Men's Bronze Medal Match,Bronze Medal Match,M,Football,FBL,La Beaujoire Stadium,FBLMTEAM11--MAR01,Morocco,Team,MAR,Morocco,6,POINTS,W,2
2024-08-09T20:58:54+02:00,FBLMTEAM11------------FNL-000100--,FBLMTEAM11,Men,Men's Gold Medal Match,Gold Medal Match,M,Football,FBL,Parc des Princes,FBLMTEAM11--FRA01,France,Team,FRA,France,3,POINTS,L,1
2024-08-09T20:58:54+02:00,FBLMTEAM11------------FNL-000100--,FBLMTEAM11,Men,Men's Gold Medal Match,Gold Medal Match,M,Football,FBL,Parc des Princes,FBLMTEAM11--ESP01,Spain,Team,ESP,Spain,5,POINTS,W,2
2024-07-25T19:15:01+02:00,FBLWTEAM11------------GPA-000200--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Geoffroy-Guichard Stadium,FBLWTEAM11--CAN01,Canada,Team,CAN,Canada,2,POINTS,W,1
2024-07-25T19:15:01+02:00,FBLWTEAM11------------GPA-000200--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Geoffroy-Guichard Stadium,FBLWTEAM11--NZL01,New Zealand,Team,NZL,New Zealand,1,POINTS,L,2
2024-07-25T21:20:12+02:00,FBLWTEAM11------------GPC-000100--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--ESP01,Spain,Team,ESP,Spain,2,POINTS,W,1
2024-07-25T21:20:12+02:00,FBLWTEAM11------------GPC-000100--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--JPN01,Japan,Team,JPN,Japan,1,POINTS,L,2
2024-07-25T21:20:14+02:00,FBLWTEAM11------------GPC-000200--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,Bordeaux Stadium,FBLWTEAM11--NGR01,Nigeria,Team,NGR,Nigeria,0,POINTS,L,1
2024-07-25T21:20:14+02:00,FBLWTEAM11------------GPC-000200--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,Bordeaux Stadium,FBLWTEAM11--BRA01,Brazil,Team,BRA,Brazil,1,POINTS,W,2
2024-07-25T22:17:14+02:00,FBLWTEAM11------------GPB-000200--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Marseille Stadium,FBLWTEAM11--GER01,Germany,Team,GER,Germany,3,POINTS,W,1
2024-07-25T22:17:14+02:00,FBLWTEAM11------------GPB-000200--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Marseille Stadium,FBLWTEAM11--AUS01,Australia,Team,AUS,Australia,0,POINTS,L,2
2024-07-25T23:01:49+02:00,FBLWTEAM11------------GPB-000100--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Nice Stadium,FBLWTEAM11--USA01,United States of America,Team,USA,United States,3,POINTS,W,1
2024-07-25T23:01:49+02:00,FBLWTEAM11------------GPB-000100--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Nice Stadium,FBLWTEAM11--ZAM01,Zambia,Team,ZAM,Zambia,0,POINTS,L,2
2024-07-25T23:50:14+02:00,FBLWTEAM11------------GPA-000100--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Lyon Stadium,FBLWTEAM11--FRA01,France,Team,FRA,France,3,POINTS,W,1
2024-07-25T23:50:14+02:00,FBLWTEAM11------------GPA-000100--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Lyon Stadium,FBLWTEAM11--COL01,Colombia,Team,COL,Colombia,2,POINTS,L,2
2024-07-28T19:09:17+02:00,FBLWTEAM11------------GPC-000400--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,Parc des Princes,FBLWTEAM11--BRA01,Brazil,Team,BRA,Brazil,1,POINTS,L,1
2024-07-28T19:09:17+02:00,FBLWTEAM11------------GPC-000400--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,Parc des Princes,FBLWTEAM11--JPN01,Japan,Team,JPN,Japan,2,POINTS,W,2
2024-07-28T19:44:01+02:00,FBLWTEAM11------------GPA-000400--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Lyon Stadium,FBLWTEAM11--NZL01,New Zealand,Team,NZL,New Zealand,0,POINTS,L,1
2024-07-28T19:44:01+02:00,FBLWTEAM11------------GPA-000400--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Lyon Stadium,FBLWTEAM11--COL01,Colombia,Team,COL,Colombia,2,POINTS,W,2
2024-07-28T21:09:04+02:00,FBLWTEAM11------------GPB-000400--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Nice Stadium,FBLWTEAM11--AUS01,Australia,Team,AUS,Australia,6,POINTS,W,1
2024-07-28T21:09:04+02:00,FBLWTEAM11------------GPB-000400--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Nice Stadium,FBLWTEAM11--ZAM01,Zambia,Team,ZAM,Zambia,5,POINTS,L,2
2024-07-28T21:29:14+02:00,FBLWTEAM11------------GPC-000300--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--ESP01,Spain,Team,ESP,Spain,1,POINTS,W,1
2024-07-28T21:29:14+02:00,FBLWTEAM11------------GPC-000300--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--NGR01,Nigeria,Team,NGR,Nigeria,0,POINTS,L,2
2024-07-28T23:28:52+02:00,FBLWTEAM11------------GPB-000300--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Marseille Stadium,FBLWTEAM11--USA01,United States of America,Team,USA,United States,4,POINTS,W,1
2024-07-28T23:28:52+02:00,FBLWTEAM11------------GPB-000300--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Marseille Stadium,FBLWTEAM11--GER01,Germany,Team,GER,Germany,1,POINTS,L,2
2024-07-28T23:51:01+02:00,FBLWTEAM11------------GPA-000300--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Geoffroy-Guichard Stadium,FBLWTEAM11--FRA01,France,Team,FRA,France,1,POINTS,L,1
2024-07-28T23:51:01+02:00,FBLWTEAM11------------GPA-000300--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Geoffroy-Guichard Stadium,FBLWTEAM11--CAN01,Canada,Team,CAN,Canada,2,POINTS,W,2
2024-07-31T19:20:07+02:00,FBLWTEAM11------------GPC-000600--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--JPN01,Japan,Team,JPN,Japan,3,POINTS,W,1
2024-07-31T19:20:07+02:00,FBLWTEAM11------------GPC-000600--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--NGR01,Nigeria,Team,NGR,Nigeria,1,POINTS,L,2
2024-07-31T19:36:51+02:00,FBLWTEAM11------------GPC-000500--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,Bordeaux Stadium,FBLWTEAM11--BRA01,Brazil,Team,BRA,Brazil,0,POINTS,L,1
2024-07-31T19:36:51+02:00,FBLWTEAM11------------GPC-000500--,FBLWTEAM11,Women,Women's Group C,Group C,W,Football,FBL,Bordeaux Stadium,FBLWTEAM11--ESP01,Spain,Team,ESP,Spain,2,POINTS,W,2
2024-07-31T21:16:46+02:00,FBLWTEAM11------------GPB-000600--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Geoffroy-Guichard Stadium,FBLWTEAM11--ZAM01,Zambia,Team,ZAM,Zambia,1,POINTS,L,1
2024-07-31T21:16:46+02:00,FBLWTEAM11------------GPB-000600--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Geoffroy-Guichard Stadium,FBLWTEAM11--GER01,Germany,Team,GER,Germany,4,POINTS,W,2
2024-07-31T21:38:18+02:00,FBLWTEAM11------------GPB-000500--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Marseille Stadium,FBLWTEAM11--AUS01,Australia,Team,AUS,Australia,1,POINTS,L,1
2024-07-31T21:38:18+02:00,FBLWTEAM11------------GPB-000500--,FBLWTEAM11,Women,Women's Group B,Group B,W,Football,FBL,Marseille Stadium,FBLWTEAM11--USA01,United States of America,Team,USA,United States,2,POINTS,W,2
2024-07-31T23:07:18+02:00,FBLWTEAM11------------GPA-000600--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Nice Stadium,FBLWTEAM11--COL01,Colombia,Team,COL,Colombia,0,POINTS,L,1
2024-07-31T23:07:18+02:00,FBLWTEAM11------------GPA-000600--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Nice Stadium,FBLWTEAM11--CAN01,Canada,Team,CAN,Canada,1,POINTS,W,2
2024-07-31T23:10:50+02:00,FBLWTEAM11------------GPA-000500--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Lyon Stadium,FBLWTEAM11--NZL01,New Zealand,Team,NZL,New Zealand,1,POINTS,L,1
2024-07-31T23:10:50+02:00,FBLWTEAM11------------GPA-000500--,FBLWTEAM11,Women,Women's Group A,Group A,W,Football,FBL,Lyon Stadium,FBLWTEAM11--FRA01,France,Team,FRA,France,2,POINTS,W,2
2024-08-03T17:53:04+02:00,FBLWTEAM11------------QFNL000300--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,Parc des Princes,FBLWTEAM11--USA01,United States of America,Team,USA,United States,1,POINTS,,1
2024-08-03T17:53:04+02:00,FBLWTEAM11------------QFNL000300--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,Parc des Princes,FBLWTEAM11--JPN01,Japan,Team,JPN,Japan,0,POINTS,,2
2024-08-03T20:25:45+02:00,FBLWTEAM11------------QFNL000200--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,Lyon Stadium,FBLWTEAM11--ESP01,Spain,Team,ESP,Spain,2,POINTS,W,1
2024-08-03T20:25:45+02:00,FBLWTEAM11------------QFNL000200--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,Lyon Stadium,FBLWTEAM11--COL01,Colombia,Team,COL,Colombia,2,POINTS,L,2
2024-08-03T22:10:20+02:00,FBLWTEAM11------------QFNL000400--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,Marseille Stadium,FBLWTEAM11--CAN01,Canada,Team,CAN,Canada,0,POINTS,L,1
2024-08-03T22:10:20+02:00,FBLWTEAM11------------QFNL000400--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,Marseille Stadium,FBLWTEAM11--GER01,Germany,Team,GER,Germany,0,POINTS,W,2
2024-08-03T23:41:46+02:00,FBLWTEAM11------------QFNL000100--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--FRA01,France,Team,FRA,France,0,POINTS,L,1
2024-08-03T23:41:46+02:00,FBLWTEAM11------------QFNL000100--,FBLWTEAM11,Women,Women's Quarter-final,Quarter-final,W,Football,FBL,La Beaujoire Stadium,FBLWTEAM11--BRA01,Brazil,Team,BRA,Brazil,1,POINTS,W,2
2024-08-06T20:44:05+02:00,FBLWTEAM11------------SFNL000200--,FBLWTEAM11,Women,Women's Semi-final,Semi-final,W,Football,FBL,Lyon Stadium,FBLWTEAM11--USA01,United States of America,Team,USA,United States,1,POINTS,W,1
2024-08-06T20:44:05+02:00,FBLWTEAM11------------SFNL000200--,FBLWTEAM11,Women,Women's Semi-final,Semi-final,W,Football,FBL,Lyon Stadium,FBLWTEAM11--GER01,Germany,Team,GER,Germany,0,POINTS,L,2
2024-08-06T23:29:21+02:00,FBLWTEAM11------------SFNL000100--,FBLWTEAM11,Women,Women's Semi-final,Semi-final,W,Football,FBL,Marseille Stadium,FBLWTEAM11--BRA01,Brazil,Team,BRA,Brazil,4,POINTS,W,1
2024-08-06T23:29:21+02:00,FBLWTEAM11------------SFNL000100--,FBLWTEAM11,Women,Women's Semi-final,Semi-final,W,Football,FBL,Marseille Stadium,FBLWTEAM11--ESP01,Spain,Team,ESP,Spain,2,POINTS,L,2
