date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,qualification_mark,start_order,bib
2024-07-31T15:38:07+02:00,EQUODRESINDV----------GP--000200--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group B,Grand Prix Group B,O,Equestrian,EQU,Château de Versailles,1563912,LYLE Abigail,Person,IRL,Ireland,6.0,69.441,PERCENT,,,5,245
2024-07-31T15:38:07+02:00,EQUODRESINDV----------GP--000200--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group B,Grand Prix Group B,O,Equestrian,EQU,Château de Versailles,1892951,FERRANDO Patricia,Person,VEN,Venezuela,7.0,67.143,PERCENT,,,3,275
2024-07-31T15:38:07+02:00,EQUODRESINDV----------GP--000200--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group B,Grand Prix Group B,O,Equestrian,EQU,Château de Versailles,1941544,VALE Antonio,Person,POR,Portugal,8.0,66.910,PERCENT,,,6,264
2024-07-31T15:38:07+02:00,EQUODRESINDV----------GP--000200--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group B,Grand Prix Group B,O,Equestrian,EQU,Château de Versailles,1937738,MILCZAREK Katarzyna,Person,POL,Poland,9.0,66.910,PERCENT,,,4,257
2024-07-31T15:38:07+02:00,EQUODRESINDV----------GP--000200--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group B,Grand Prix Group B,O,Equestrian,EQU,Château de Versailles,1951788,ORLOB Marcus,Person,USA,United States,,,IRM,EL,,7,272
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1970921,MOODY Becky,Person,GBR,Great Britain,1.0,74.938,PERCENT,,Q,9,239
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1890582,KITTEL Patrik,Person,SWE,Sweden,2.0,74.317,PERCENT,,Q,10,267
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1951842,LYLE Adrienne,Person,USA,United States,3.0,72.593,PERCENT,,,7,271
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1903166,PAULUIS Larissa,Person,BEL,Belgium,4.0,72.127,PERCENT,,,8,212
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,4969026,HWANG Young Shik,Person,KOR,Korea,5.0,70.000,PERCENT,,,3,276
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1965391,CASTILLA RUIZ Claudio,Person,ESP,Spain,6.0,69.829,PERCENT,,,4,225
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1974898,von MARTELS Chris,Person,CAN,Canada,7.0,66.863,PERCENT,,,2,217
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1941553,CAETANO Maria,Person,POR,Portugal,8.0,66.630,PERCENT,,,6,261
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1566989,GLINKA Alisa,Person,MDA,Republic of Moldova,9.0,66.056,PERCENT,,,1,250
2024-07-31T15:38:10+02:00,EQUODRESINDV----------GP--000300--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group C,Grand Prix Group C,O,Equestrian,EQU,Château de Versailles,1977880,SUTER Andrina,Person,SUI,Switzerland,10.0,65.590,PERCENT,,,5,266
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1892363,LAUDRUP-DUFOUR Cathrine,Person,DEN,Denmark,1.0,80.792,PERCENT,,Q,5,219
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1914909,WERTH Isabell,Person,GER,Germany,2.0,79.363,PERCENT,,Q,10,243
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1970905,FRY Charlotte,Person,GBR,Great Britain,3.0,78.913,PERCENT,,q,1,236
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1878418,FREESE Isabel,Person,NOR,Norway,4.0,76.397,PERCENT,,q,9,255
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1903165,MICHIELS Domien,Person,BEL,Belgium,5.0,72.531,PERCENT,,,7,211
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1878961,BACHER Florian,Person,AUT,Austria,6.0,71.009,PERCENT,,,2,205
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1909057,RUOSTE Henri,Person,FIN,Finland,7.0,70.621,PERCENT,,,8,231
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1562482,RAHMOUNI Yessin,Person,MAR,Morocco,8.0,68.696,PERCENT,,,3,249
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1539180,AGARWALLA Anush,Person,IND,India,9.0,66.444,PERCENT,,,4,244
2024-07-31T15:38:13+02:00,EQUODRESINDV----------GP--000400--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group D,Grand Prix Group D,O,Equestrian,EQU,Château de Versailles,1965411,JIMENEZ COBO Juan Antonio,Person,ESP,Spain,10.0,60.031,PERCENT,,,6,226
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1976873,SCHOLTENS Emmelie,Person,NED,Netherlands,1.0,74.581,PERCENT,,Q,10,253
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1878963,MAX-THEURER Victoria,Person,AUT,Austria,2.0,74.301,PERCENT,,Q,1,207
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1890584,NILSHAGEN Therese,Person,SWE,Sweden,3.0,73.991,PERCENT,,q,9,268
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1971678,SYSOJEVA Sandra,Person,POL,Poland,4.0,73.416,PERCENT,,q,8,259
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1973942,MENDOZA LOOR Julio,Person,ECU,Ecuador,5.0,70.839,PERCENT,,,6,223
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1899832,AYACHE Alexandre,Person,FRA,France,6.0,70.279,PERCENT,,,7,232
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1940474,MATTHEW William,Person,AUS,Australia,7.0,69.953,PERCENT,,,3,203
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1941558,DUARTE Rita Ralao,Person,POR,Portugal,8.0,68.261,PERCENT,,,5,262
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1909056,ROBINSON Joanna,Person,FIN,Finland,9.0,65.637,PERCENT,,,2,230
2024-07-31T15:38:16+02:00,EQUODRESINDV----------GP--000500--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Group E,Grand Prix Group E,O,Equestrian,EQU,Château de Versailles,1899870,LOSOS de MUNIZ Yvonne,Person,DOM,Dominican Republic,10.0,61.211,PERCENT,,,4,222
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1914905,von BREDOW-WERNDL Jessica,Person,GER,Germany,1.0,90.093,PERCENT,,,17,241
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1914909,WERTH Isabell,Person,GER,Germany,2.0,89.614,PERCENT,,,14,243
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1970905,FRY Charlotte,Person,GBR,Great Britain,3.0,88.971,PERCENT,,,15,236
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1976864,van LIERE Dinja,Person,NED,Netherlands,4.0,88.432,PERCENT,,,16,254
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1892363,LAUDRUP-DUFOUR Cathrine,Person,DEN,Denmark,5.0,88.093,PERCENT,,,18,219
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1970910,HESTER Carl,Person,GBR,Great Britain,6.0,85.161,PERCENT,,,9,238
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1892359,BACHMANN ANDERSEN Daniel,Person,DEN,Denmark,7.0,84.850,PERCENT,,,12,218
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1970921,MOODY Becky,Person,GBR,Great Britain,8.0,84.357,PERCENT,,,11,239
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1892358,SKODBORG MERRALD Nanna,Person,DEN,Denmark,9.0,83.293,PERCENT,,,13,220
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1878418,FREESE Isabel,Person,NOR,Norway,10.0,83.050,PERCENT,,,8,255
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1976873,SCHOLTENS Emmelie,Person,NED,Netherlands,11.0,81.750,PERCENT,,,10,253
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1909053,KANERVA Emma,Person,FIN,Finland,12.0,81.607,PERCENT,,,4,229
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1914936,WANDRES Frederic,Person,GER,Germany,13.0,81.350,PERCENT,,,7,242
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1890582,KITTEL Patrik,Person,SWE,Sweden,14.0,80.854,PERCENT,,,1,267
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1971678,SYSOJEVA Sandra,Person,POL,Poland,15.0,80.075,PERCENT,,,2,259
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1899834,BASQUIN Pauline,Person,FRA,France,16.0,79.118,PERCENT,,,3,233
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1878963,MAX-THEURER Victoria,Person,AUT,Austria,17.0,75.375,PERCENT,,,5,207
2024-08-04T13:32:14+02:00,EQUODRESINDV----------GPFR000100--,EQUODRESINDV,Dressage Individual,Dressage Individual Grand Prix Freestyle,Grand Prix Freestyle - Individual Final,O,Equestrian,EQU,Château de Versailles,1890584,NILSHAGEN Therese,Person,SWE,Sweden,18.0,74.714,PERCENT,,,6,268
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMGER01,Germany,Team,GER,Germany,1.0,235.790,PERCENT,,,10,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMDEN01,Denmark,Team,DEN,Denmark,2.0,235.669,PERCENT,,,9,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMGBR01,Great Britain,Team,GBR,Great Britain,3.0,232.492,PERCENT,,,8,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMNED01,Netherlands,Team,NED,Netherlands,4.0,221.048,PERCENT,,,7,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMBEL01,Belgium,Team,BEL,Belgium,5.0,215.714,PERCENT,,,5,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMFRA01,France,Team,FRA,France,6.0,215.289,PERCENT,,,4,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMSWE01,Sweden,Team,SWE,Sweden,7.0,212.811,PERCENT,,,6,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMFIN01,Finland,Team,FIN,Finland,8.0,212.036,PERCENT,,,2,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMAUT01,Austria,Team,AUT,Austria,9.0,211.505,PERCENT,,,3,
2024-08-03T15:39:35+02:00,EQUODRESTEAM----------GPSP000100--,EQUODRESTEAM,Dressage Team,Dressage Team Grand Prix Special,Grand Prix Special - Team Final,O,Equestrian,EQU,Château de Versailles,EQUODRESTEAMAUS01,Australia,Team,AUS,Australia,10.0,207.203,PERCENT,,,1,
2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,O,Equestrian,EQU,Château de Versailles,1970898,COLLETT Laura,Person,GBR,Great Britain,,17.50,POINTS,,,33,33
2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,O,Equestrian,EQU,Château de Versailles,1914921,JUNG Michael,Person,GER,Germany,,17.80,POINTS,,,49,49
2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,O,Equestrian,EQU,Château de Versailles,1927679,HUA TIAN Alex,Person,CHN,China,,22.00,POINTS,,,43,43
2024-07-27T18:42:14+02:00,EQUOEVENINDV----------DRSS000100--,EQUOEVENINDV,Eventing Individual,Eventing Individual Dressage,Dressage,O,Equestrian,EQU,Château de Versailles,1940438,BURTON Christopher,Person,AUS,Australia,,22.00,POINTS,,,50,50
