date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM
2024-08-02T10:50:18+02:00,JUDMO100KG------------R32-001600--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1535375,MAGOMEDOMAROV Magomedomar,Person,UAE,UA Emirates,10,POINTS,W,
2024-08-02T10:50:18+02:00,JUDMO100KG------------R32-001600--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1963042,LILI Mohamed El Mehdi,Person,ALG,Algeria,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000100--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1928072,KIM Minjong,Person,KOR,Korea,11,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000100--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1570012,TATAROGLU Ibrahim,Person,TUR,Türkiye,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000600--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1566931,YUSUPOV Alisher,Person,UZB,Uzbekistan,10,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000600--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1568813,FIZEL Marius,Person,SVK,Slovakia,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000700--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1548934,TUSHISHVILI Guram,Person,GEO,Georgia,10,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000700--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1937666,NDIAYE Mbagnick,Person,SEN,Senegal,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000200--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1909090,PUUMALAINEN Martti,Person,FIN,Finland,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000200--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1972368,KOKAURI Ushangi,Person,AZE,Azerbaijan,10,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000300--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1890866,GRANDA Andy,Person,CUB,Cuba,10,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000300--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1552556,GADEAU Marvin,Person,MON,Monaco,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000800--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1891323,RINER Teddy,Person,FRA,France,10,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000800--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1535375,MAGOMEDOMAROV Magomedomar,Person,UAE,UA Emirates,0,POINTS,L,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000400--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1896748,SAITO Tatsuru,Person,JPN,Japan,10,POINTS,W,
2024-08-02T11:48:00+02:00,JUDMO100KG------------8FNL000400--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1925750,KRPALEK Lukas,Person,CZE,Czechia,0,POINTS,L,
2024-08-02T11:50:00+02:00,JUDMO100KG------------8FNL000500--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1567512,RAKHIMOV Temur,Person,TJK,Tajikistan,10,POINTS,W,
2024-08-02T11:50:00+02:00,JUDMO100KG------------8FNL000500--,JUDMO100KG,Men +100 kg,Men +100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1563099,ABRAMOV Erik,Person,GER,Germany,1,POINTS,L,
2024-08-02T12:40:41+02:00,JUDMO100KG------------QFNL000100--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1928072,KIM Minjong,Person,KOR,Korea,1,POINTS,W,
2024-08-02T12:40:41+02:00,JUDMO100KG------------QFNL000100--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1972368,KOKAURI Ushangi,Person,AZE,Azerbaijan,0,POINTS,L,
2024-08-02T12:40:41+02:00,JUDMO100KG------------QFNL000200--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1890866,GRANDA Andy,Person,CUB,Cuba,0,POINTS,L,
2024-08-02T12:40:41+02:00,JUDMO100KG------------QFNL000200--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1896748,SAITO Tatsuru,Person,JPN,Japan,1,POINTS,W,
2024-08-02T12:40:41+02:00,JUDMO100KG------------QFNL000300--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1567512,RAKHIMOV Temur,Person,TJK,Tajikistan,11,POINTS,W,
2024-08-02T12:40:41+02:00,JUDMO100KG------------QFNL000300--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1566931,YUSUPOV Alisher,Person,UZB,Uzbekistan,1,POINTS,L,
2024-08-02T13:13:35+02:00,JUDMO100KG------------QFNL000400--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1548934,TUSHISHVILI Guram,Person,GEO,Georgia,0,POINTS,L,
2024-08-02T13:13:35+02:00,JUDMO100KG------------QFNL000400--,JUDMO100KG,Men +100 kg,Men +100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1891323,RINER Teddy,Person,FRA,France,10,POINTS,W,
2024-08-02T16:53:40+02:00,JUDMO100KG------------REP1000100--,JUDMO100KG,Men +100 kg,Men +100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1972368,KOKAURI Ushangi,Person,AZE,Azerbaijan,0,POINTS,L,
2024-08-02T16:53:40+02:00,JUDMO100KG------------REP1000100--,JUDMO100KG,Men +100 kg,Men +100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1890866,GRANDA Andy,Person,CUB,Cuba,10,POINTS,W,
2024-08-02T16:53:40+02:00,JUDMO100KG------------SFNL000200--,JUDMO100KG,Men +100 kg,Men +100 kg Semifinal of Table B,Semifinal of Table B,M,Judo,JUD,Champ-de-Mars Arena,1567512,RAKHIMOV Temur,Person,TJK,Tajikistan,0,POINTS,L,
2024-08-02T16:53:40+02:00,JUDMO100KG------------SFNL000200--,JUDMO100KG,Men +100 kg,Men +100 kg Semifinal of Table B,Semifinal of Table B,M,Judo,JUD,Champ-de-Mars Arena,1891323,RINER Teddy,Person,FRA,France,10,POINTS,W,
2024-08-02T16:53:40+02:00,JUDMO100KG------------SFNL000100--,JUDMO100KG,Men +100 kg,Men +100 kg Semifinal of Table A,Semifinal of Table A,M,Judo,JUD,Champ-de-Mars Arena,1928072,KIM Minjong,Person,KOR,Korea,10,POINTS,W,
2024-08-02T16:53:40+02:00,JUDMO100KG------------SFNL000100--,JUDMO100KG,Men +100 kg,Men +100 kg Semifinal of Table A,Semifinal of Table A,M,Judo,JUD,Champ-de-Mars Arena,1896748,SAITO Tatsuru,Person,JPN,Japan,0,POINTS,L,
2024-08-02T16:53:40+02:00,JUDMO100KG------------REP1000200--,JUDMO100KG,Men +100 kg,Men +100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1566931,YUSUPOV Alisher,Person,UZB,Uzbekistan,10,POINTS,W,
2024-08-02T16:53:40+02:00,JUDMO100KG------------REP1000200--,JUDMO100KG,Men +100 kg,Men +100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1548934,TUSHISHVILI Guram,Person,GEO,Georgia,0,IRM_POINTS,L,DSQ
2024-08-02T17:46:13+02:00,JUDMO100KG------------REPF000100--,JUDMO100KG,Men +100 kg,Men +100 kg Contest for Bronze Medal A,Contest for Bronze Medal A,M,Judo,JUD,Champ-de-Mars Arena,1890866,GRANDA Andy,Person,CUB,Cuba,0,POINTS,L,
2024-08-02T17:46:13+02:00,JUDMO100KG------------REPF000100--,JUDMO100KG,Men +100 kg,Men +100 kg Contest for Bronze Medal A,Contest for Bronze Medal A,M,Judo,JUD,Champ-de-Mars Arena,1567512,RAKHIMOV Temur,Person,TJK,Tajikistan,1,POINTS,W,
2024-08-02T17:47:24+02:00,JUDMO100KG------------REPF000200--,JUDMO100KG,Men +100 kg,Men +100 kg Contest for Bronze Medal B,Contest for Bronze Medal B,M,Judo,JUD,Champ-de-Mars Arena,1566931,YUSUPOV Alisher,Person,UZB,Uzbekistan,11,POINTS,W,
2024-08-02T17:47:24+02:00,JUDMO100KG------------REPF000200--,JUDMO100KG,Men +100 kg,Men +100 kg Contest for Bronze Medal B,Contest for Bronze Medal B,M,Judo,JUD,Champ-de-Mars Arena,1896748,SAITO Tatsuru,Person,JPN,Japan,0,POINTS,L,
2024-08-02T18:27:50+02:00,JUDMO100KG------------FNL-000100--,JUDMO100KG,Men +100 kg,Men +100 kg Final,Final,M,Judo,JUD,Champ-de-Mars Arena,1928072,KIM Minjong,Person,KOR,Korea,0,POINTS,L,
2024-08-02T18:27:50+02:00,JUDMO100KG------------FNL-000100--,JUDMO100KG,Men +100 kg,Men +100 kg Final,Final,M,Judo,JUD,Champ-de-Mars Arena,1891323,RINER Teddy,Person,FRA,France,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000400--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1891320,DIESSE Aurelien,Person,FRA,France,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000400--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1914693,MADZHIDOV Dzhakhongir,Person,TJK,Tajikistan,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001200--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1566415,FARA Aaron,Person,AUT,Austria,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001200--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1896764,WOLF Aaron,Person,JPN,Japan,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001400--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1976507,EICH Daniel,Person,SUI,Switzerland,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001400--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1894529,KHANKAN Adnan,Person,EOR,EOR,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000300--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1914277,BATKHUYAG Gonchigsuren,Person,MGL,Mongolia,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000300--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1892957,PALTCHIK Peter,Person,ISR,Israel,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000200--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1957241,KUCZERA Piotr,Person,POL,Poland,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000200--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1924914,BRICENO Thomas,Person,CHI,Chile,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000800--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1535374,KOSTOEV Dzhafar,Person,UAE,UA Emirates,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000800--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1953816,GONCALVES Leonardo,Person,BRA,Brazil,1,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001000--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1906380,KUMRIC Zlatko,Person,CRO,Croatia,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001000--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1925519,PIRELLI Gennaro,Person,ITA,Italy,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000600--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1935414,SHARKHAN Nurlykhan,Person,KAZ,Kazakhstan,10,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-000600--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1957037,NIKIFOROV Toma,Person,BEL,Belgium,0,POINTS,L,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001600--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1911142,VEG Zsombor,Person,HUN,Hungary,1,POINTS,W,
2024-08-01T11:04:51+02:00,JUDM100KG-------------R32-001600--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 32,Elimination Round of 32,M,Judo,JUD,Champ-de-Mars Arena,1948091,KUKOLJ Aleksandar,Person,SRB,Serbia,0,POINTS,L,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000100--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1972367,KOTSOIEV Zelym,Person,AZE,Azerbaijan,10,POINTS,W,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000100--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1957241,KUCZERA Piotr,Person,POL,Poland,0,POINTS,L,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000300--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1565754,TUROBOYEV Muzaffarbek,Person,UZB,Uzbekistan,11,POINTS,W,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000300--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1935414,SHARKHAN Nurlykhan,Person,KAZ,Kazakhstan,1,POINTS,L,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000200--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1892957,PALTCHIK Peter,Person,ISR,Israel,10,POINTS,W,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000200--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1891320,DIESSE Aurelien,Person,FRA,France,0,POINTS,L,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000400--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1966766,KORREL Michael,Person,NED,Netherlands,1,POINTS,W,
2024-08-01T12:14:28+02:00,JUDM100KG-------------8FNL000400--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1535374,KOSTOEV Dzhafar,Person,UAE,UA Emirates,0,POINTS,L,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000700--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1955529,ELNAHAS Shady,Person,CAN,Canada,0,POINTS,L,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000700--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1976507,EICH Daniel,Person,SUI,Switzerland,1,POINTS,W,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000600--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1943500,FONSECA Jorge,Person,POR,Portugal,0,POINTS,L,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000600--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1896764,WOLF Aaron,Person,JPN,Japan,10,POINTS,W,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000800--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1563552,SHERAZADISHVILI Nikoloz,Person,ESP,Spain,10,POINTS,W,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000800--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1911142,VEG Zsombor,Person,HUN,Hungary,1,POINTS,L,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000500--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1552370,SULAMANIDZE Ilia,Person,GEO,Georgia,10,POINTS,W,
2024-08-01T12:14:29+02:00,JUDM100KG-------------8FNL000500--,JUDM100KG,Men -100 kg,Men -100 kg Elimination Round of 16,Elimination Round of 16,M,Judo,JUD,Champ-de-Mars Arena,1925519,PIRELLI Gennaro,Person,ITA,Italy,0,POINTS,L,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000100--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1972367,KOTSOIEV Zelym,Person,AZE,Azerbaijan,1,POINTS,W,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000100--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1892957,PALTCHIK Peter,Person,ISR,Israel,0,POINTS,L,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000400--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1976507,EICH Daniel,Person,SUI,Switzerland,1,POINTS,W,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000400--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1563552,SHERAZADISHVILI Nikoloz,Person,ESP,Spain,0,POINTS,L,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000300--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1552370,SULAMANIDZE Ilia,Person,GEO,Georgia,1,POINTS,W,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000300--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1896764,WOLF Aaron,Person,JPN,Japan,0,POINTS,L,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000200--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1565754,TUROBOYEV Muzaffarbek,Person,UZB,Uzbekistan,11,POINTS,W,
2024-08-01T12:51:31+02:00,JUDM100KG-------------QFNL000200--,JUDM100KG,Men -100 kg,Men -100 kg Quarterfinal,Quarterfinal,M,Judo,JUD,Champ-de-Mars Arena,1966766,KORREL Michael,Person,NED,Netherlands,0,POINTS,L,
2024-08-01T16:40:03+02:00,JUDM100KG-------------SFNL000200--,JUDM100KG,Men -100 kg,Men -100 kg Semifinal of Table B,Semifinal of Table B,M,Judo,JUD,Champ-de-Mars Arena,1552370,SULAMANIDZE Ilia,Person,GEO,Georgia,10,POINTS,W,
2024-08-01T16:40:03+02:00,JUDM100KG-------------SFNL000200--,JUDM100KG,Men -100 kg,Men -100 kg Semifinal of Table B,Semifinal of Table B,M,Judo,JUD,Champ-de-Mars Arena,1976507,EICH Daniel,Person,SUI,Switzerland,0,POINTS,L,
2024-08-01T16:40:03+02:00,JUDM100KG-------------REP1000100--,JUDM100KG,Men -100 kg,Men -100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1892957,PALTCHIK Peter,Person,ISR,Israel,10,POINTS,W,
2024-08-01T16:40:03+02:00,JUDM100KG-------------REP1000100--,JUDM100KG,Men -100 kg,Men -100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1966766,KORREL Michael,Person,NED,Netherlands,0,POINTS,L,
2024-08-01T16:40:03+02:00,JUDM100KG-------------REP1000200--,JUDM100KG,Men -100 kg,Men -100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1896764,WOLF Aaron,Person,JPN,Japan,0,POINTS,L,
2024-08-01T16:40:03+02:00,JUDM100KG-------------REP1000200--,JUDM100KG,Men -100 kg,Men -100 kg Repechage contest,Repechage,M,Judo,JUD,Champ-de-Mars Arena,1563552,SHERAZADISHVILI Nikoloz,Person,ESP,Spain,10,POINTS,W,
