date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,start_order,bib
2024-08-09T14:19:07+02:00,MPNMINDIVID-----------SFNL0001SW01,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 1",Swimming Heat 1,M,Modern Pentathlon,MPN,Château de Versailles,1931588,BORODA-DUDOCHKIN Georgiy,Person,KAZ,Kazakhstan,6.0,2:08.28,TIME,,,3,
2024-08-09T14:25:49+02:00,MPNMINDIVID-----------SFNL0001SW02,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 2",Swimming Heat 2,M,Modern Pentathlon,MPN,Château de Versailles,1936524,BOHM Csaba,Person,HUN,Hungary,1.0,1:59.50,TIME,,,6,
2024-08-09T14:25:49+02:00,MPNMINDIVID-----------SFNL0001SW02,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 2",Swimming Heat 2,M,Modern Pentathlon,MPN,Château de Versailles,1932649,ELGENDY Ahmed,Person,EGY,Egypt,2.0,1:59.76,TIME,,,1,
2024-08-09T14:25:49+02:00,MPNMINDIVID-----------SFNL0001SW02,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 2",Swimming Heat 2,M,Modern Pentathlon,MPN,Château de Versailles,1550546,LIEBIG Fabian,Person,GER,Germany,3.0,2:03.81,TIME,,,2,
2024-08-09T14:25:49+02:00,MPNMINDIVID-----------SFNL0001SW02,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 2",Swimming Heat 2,M,Modern Pentathlon,MPN,Château de Versailles,1914059,LUO Shuai,Person,CHN,China,4.0,2:06.75,TIME,,,5,
2024-08-09T14:25:49+02:00,MPNMINDIVID-----------SFNL0001SW02,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 2",Swimming Heat 2,M,Modern Pentathlon,MPN,Château de Versailles,1566630,UNAL Bugra,Person,TUR,Türkiye,5.0,2:07.24,TIME,,,3,
2024-08-09T14:25:49+02:00,MPNMINDIVID-----------SFNL0001SW02,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 2",Swimming Heat 2,M,Modern Pentathlon,MPN,Château de Versailles,1545123,MOURCIA Jean-Baptiste,Person,FRA,France,6.0,2:09.07,TIME,,,4,
2024-08-09T14:32:31+02:00,MPNMINDIVID-----------SFNL0001SW03,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 3",Swimming Heat 3,M,Modern Pentathlon,MPN,Château de Versailles,1976486,DALLENBACH Alexandre,Person,SUI,Switzerland,1.0,1:58.28,TIME,,,2,
2024-08-09T14:32:31+02:00,MPNMINDIVID-----------SFNL0001SW03,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 3",Swimming Heat 3,M,Modern Pentathlon,MPN,Château de Versailles,1553033,CICINELLI Matteo,Person,ITA,Italy,2.0,1:59.90,TIME,,,6,
2024-08-09T14:32:31+02:00,MPNMINDIVID-----------SFNL0001SW03,MPNMINDIVID,Men's Individual,"Men's Individual, Semi-final A, Swimming 200m Freestyle Heat 3",Swimming Heat 3,M,Modern Pentathlon,MPN,Château de Versailles,1963091,SVECOVS Pavels,Person,LAT,Latvia,3.0,2:02.17,TIME,,,1,
