date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_WLT,bib
2024-08-09T12:55:19+02:00,WREMFS125KG-----------QFNL000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1911553,LIGETI Daniel,Person,HUN,Hungary,0,L,5
2024-08-09T12:55:19+02:00,WREMFS125KG-----------QFNL000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1570546,AKGUL Taha,Person,TUR,Türkiye,8,W,4
2024-08-09T13:05:55+02:00,WREMFS125KG-----------QFNL000300--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1921032,MUNKHTUR Lkhagvagerel,Person,MGL,Mongolia,2,L,13
2024-08-09T13:05:55+02:00,WREMFS125KG-----------QFNL000300--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947172,MESHVILDISHVILI Giorgi,Person,AZE,Azerbaijan,12,W,6
2024-08-09T13:16:19+02:00,WREMFS125KG-----------QFNL000400--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1894295,BARAN Robert,Person,POL,Poland,2,L,7
2024-08-09T13:16:19+02:00,WREMFS125KG-----------QFNL000400--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1554885,PETRIASHVILI Geno,Person,GEO,Georgia,9,W,2
2024-08-09T18:59:13+02:00,WREMFS125KG-----------SFNL000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1543088,ZARE Amir Hossein,Person,IRI,IR Iran,2,W,1
2024-08-09T18:59:13+02:00,WREMFS125KG-----------SFNL000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1570546,AKGUL Taha,Person,TUR,Türkiye,1,L,4
2024-08-09T19:10:34+02:00,WREMFS125KG-----------SFNL000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1947172,MESHVILDISHVILI Giorgi,Person,AZE,Azerbaijan,0,L,6
2024-08-09T19:10:34+02:00,WREMFS125KG-----------SFNL000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1554885,PETRIASHVILI Geno,Person,GEO,Georgia,7,W,2
2024-08-10T11:08:30+02:00,WREMFS125KG-----------REP2000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1955904,LAZAREV Aiaal,Person,KGZ,Kyrgyzstan,5,W,9
2024-08-10T11:08:30+02:00,WREMFS125KG-----------REP2000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1967710,DHESI Amarveer,Person,CAN,Canada,0,L,10
2024-08-10T11:17:59+02:00,WREMFS125KG-----------REP2000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1572022,KHOTSIANIVSKYI Oleksandr,Person,UKR,Ukraine,0,L,16
2024-08-10T11:17:59+02:00,WREMFS125KG-----------REP2000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1894295,BARAN Robert,Person,POL,Poland,3,W,7
2024-08-10T20:18:28+02:00,WREMFS125KG-----------REPF000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1955904,LAZAREV Aiaal,Person,KGZ,Kyrgyzstan,0,L,9
2024-08-10T20:18:28+02:00,WREMFS125KG-----------REPF000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1570546,AKGUL Taha,Person,TUR,Türkiye,7,W,4
2024-08-10T20:32:19+02:00,WREMFS125KG-----------REPF000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1894295,BARAN Robert,Person,POL,Poland,3,L,7
2024-08-10T20:32:19+02:00,WREMFS125KG-----------REPF000200--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1947172,MESHVILDISHVILI Giorgi,Person,AZE,Azerbaijan,9,W,6
2024-08-10T20:49:32+02:00,WREMFS125KG-----------FNL-000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1543088,ZARE Amir Hossein,Person,IRI,IR Iran,9,L,1
2024-08-10T20:49:32+02:00,WREMFS125KG-----------FNL-000100--,WREMFS125KG,Men's Freestyle 125kg,Men's Freestyle 125kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1554885,PETRIASHVILI Geno,Person,GEO,Georgia,10,W,2
2024-08-08T10:21:09+02:00,WREMFS57KG------------8FNL000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939714,HIGUCHI Rei,Person,JPN,Japan,,W,1
2024-08-08T10:21:09+02:00,WREMFS57KG------------8FNL000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1543085,SARLAK Alireza,Person,IRI,IR Iran,,L,9
2024-08-08T11:17:05+02:00,WREMFS57KG------------8FNL000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1566524,CRUZ Darian Toi,Person,PUR,Puerto Rico,4,W,10
2024-08-08T11:17:05+02:00,WREMFS57KG------------8FNL000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562224,MOHAMED Gamal,Person,EGY,Egypt,1,L,8
2024-08-08T11:25:39+02:00,WREMFS57KG------------8FNL000300--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1931496,AMAN Aman,Person,IND,India,10,W,5
2024-08-08T11:25:39+02:00,WREMFS57KG------------8FNL000300--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1977055,EGOROV Vladimir,Person,MKD,North Macedonia,0,L,11
2024-08-08T11:38:40+02:00,WREMFS57KG------------8FNL000400--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1565145,IUNA FAFE Diamantino,Person,GBS,Guinea-Bissau,6,L,12
2024-08-08T11:38:40+02:00,WREMFS57KG------------8FNL000400--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1548857,ABAKAROV Zelimkhan,Person,ALB,Albania,7,W,4
2024-08-08T11:50:13+02:00,WREMFS57KG------------8FNL000500--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1936286,KARTBAY Meirambek,Person,KAZ,Kazakhstan,1,L,3
2024-08-08T11:50:13+02:00,WREMFS57KG------------8FNL000500--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1936230,ALMAZ UULU Bekzat,Person,KGZ,Kyrgyzstan,4,W,13
2024-08-08T12:00:47+02:00,WREMFS57KG------------8FNL000600--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955415,LEE Spencer Richard,Person,USA,United States,3,W,14
2024-08-08T12:00:47+02:00,WREMFS57KG------------8FNL000600--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1919986,ZOU Wanhao,Person,CHN,China,2,L,6
2024-08-08T12:12:02+02:00,WREMFS57KG------------8FNL000700--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562157,ABDULLAEV Gulomjon,Person,UZB,Uzbekistan,11,W,7
2024-08-08T12:12:02+02:00,WREMFS57KG------------8FNL000700--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947185,RZAZADE Aliabbas,Person,AZE,Azerbaijan,4,L,15
2024-08-08T12:23:57+02:00,WREMFS57KG------------8FNL000800--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1551121,BRAVO YOUNG Roman Guillermo,Person,MEX,Mexico,3,L,16
2024-08-08T12:23:57+02:00,WREMFS57KG------------8FNL000800--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1532944,HARUTYUNYAN Arsen,Person,ARM,Armenia,13,W,2
2024-08-08T12:36:16+02:00,WREMFS57KG------------QFNL000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939714,HIGUCHI Rei,Person,JPN,Japan,12,W,1
2024-08-08T12:36:16+02:00,WREMFS57KG------------QFNL000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1566524,CRUZ Darian Toi,Person,PUR,Puerto Rico,2,L,10
2024-08-08T12:44:44+02:00,WREMFS57KG------------QFNL000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1931496,AMAN Aman,Person,IND,India,12,W,5
2024-08-08T12:44:44+02:00,WREMFS57KG------------QFNL000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1548857,ABAKAROV Zelimkhan,Person,ALB,Albania,0,L,4
2024-08-08T12:50:48+02:00,WREMFS57KG------------QFNL000300--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1936230,ALMAZ UULU Bekzat,Person,KGZ,Kyrgyzstan,2,L,13
2024-08-08T12:50:48+02:00,WREMFS57KG------------QFNL000300--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955415,LEE Spencer Richard,Person,USA,United States,12,W,14
2024-08-08T13:05:20+02:00,WREMFS57KG------------QFNL000400--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1562157,ABDULLAEV Gulomjon,Person,UZB,Uzbekistan,12,W,7
2024-08-08T13:05:20+02:00,WREMFS57KG------------QFNL000400--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1532944,HARUTYUNYAN Arsen,Person,ARM,Armenia,5,L,2
2024-08-08T18:21:58+02:00,WREMFS57KG------------SFNL000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1939714,HIGUCHI Rei,Person,JPN,Japan,10,W,1
2024-08-08T18:21:58+02:00,WREMFS57KG------------SFNL000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1931496,AMAN Aman,Person,IND,India,0,L,5
2024-08-08T18:29:22+02:00,WREMFS57KG------------SFNL000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1955415,LEE Spencer Richard,Person,USA,United States,14,W,14
2024-08-08T18:29:22+02:00,WREMFS57KG------------SFNL000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Semifinal,Semifinal,M,Wrestling,WRE,Champ-de-Mars Arena,1562157,ABDULLAEV Gulomjon,Person,UZB,Uzbekistan,4,L,7
2024-08-09T11:08:11+02:00,WREMFS57KG------------REP2000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1919986,ZOU Wanhao,Person,CHN,China,4,L,6
2024-08-09T11:08:11+02:00,WREMFS57KG------------REP2000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Repechage,Repechage,M,Wrestling,WRE,Champ-de-Mars Arena,1936230,ALMAZ UULU Bekzat,Person,KGZ,Kyrgyzstan,7,W,13
2024-08-09T19:51:19+02:00,WREMFS57KG------------REPF000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1566524,CRUZ Darian Toi,Person,PUR,Puerto Rico,5,L,10
2024-08-09T19:51:19+02:00,WREMFS57KG------------REPF000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1931496,AMAN Aman,Person,IND,India,13,W,5
2024-08-09T20:04:43+02:00,WREMFS57KG------------REPF000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1936230,ALMAZ UULU Bekzat,Person,KGZ,Kyrgyzstan,1,L,13
2024-08-09T20:04:43+02:00,WREMFS57KG------------REPF000200--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Bronze Medal Match,Bronze Medal Match,M,Wrestling,WRE,Champ-de-Mars Arena,1562157,ABDULLAEV Gulomjon,Person,UZB,Uzbekistan,5,W,7
2024-08-09T20:17:50+02:00,WREMFS57KG------------FNL-000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939714,HIGUCHI Rei,Person,JPN,Japan,4,W,1
2024-08-09T20:17:50+02:00,WREMFS57KG------------FNL-000100--,WREMFS57KG,Men's Freestyle 57kg,Men's Freestyle 57kg Final,Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955415,LEE Spencer Richard,Person,USA,United States,2,L,14
2024-08-10T11:25:47+02:00,WREMFS65KG------------8FNL000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1532945,TEVANYAN Vazgen,Person,ARM,Armenia,11,W,1
2024-08-10T11:25:47+02:00,WREMFS65KG------------8FNL000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1899089,DZEBISASHVILI Goderdzi,Person,GEO,Georgia,0,L,9
2024-08-10T11:35:36+02:00,WREMFS65KG------------8FNL000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1572050,VALDES TOBIER Alejandro Enrique,Person,CUB,Cuba,0,L,10
2024-08-10T11:35:36+02:00,WREMFS65KG------------8FNL000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1921673,TUMUR OCHIR Tulga,Person,MGL,Mongolia,5,W,8
2024-08-10T11:41:44+02:00,WREMFS65KG------------8FNL000300--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,2008688,SACULTAN Maxim,Person,MDA,Republic of Moldova,0,L,5
2024-08-10T11:41:44+02:00,WREMFS65KG------------8FNL000300--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939700,KIYOOKA Kotaro,Person,JPN,Japan,10,W,11
2024-08-10T11:46:38+02:00,WREMFS65KG------------8FNL000400--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947744,OKOROKOV Georgii,Person,AUS,Australia,2,L,12
2024-08-10T11:46:38+02:00,WREMFS65KG------------8FNL000400--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1537188,RIVERA Sebastian C,Person,PUR,Puerto Rico,12,W,4
2024-08-10T12:07:17+02:00,WREMFS65KG------------8FNL000500--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1913875,MUSZUKAJEV Iszmail,Person,HUN,Hungary,11,W,3
2024-08-10T12:07:17+02:00,WREMFS65KG------------8FNL000500--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1936237,AKMATALIEV Ernazar,Person,KGZ,Kyrgyzstan,0,L,13
2024-08-10T12:18:43+02:00,WREMFS65KG------------8FNL000600--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1551123,GOMEZ Austin Klee,Person,MEX,Mexico,0,L,14
2024-08-10T12:18:43+02:00,WREMFS65KG------------8FNL000600--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1947183,ALIYEV Haji,Person,AZE,Azerbaijan,7,W,6
2024-08-10T12:23:26+02:00,WREMFS65KG------------8FNL000700--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1559387,DUDAEV Islam,Person,ALB,Albania,10,W,7
2024-08-10T12:23:26+02:00,WREMFS65KG------------8FNL000700--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1966335,AKAZAWA Gaku,Person,SAM,Samoa,0,L,15
2024-08-10T12:35:33+02:00,WREMFS65KG------------8FNL000800--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1955473,RETHERFORD Zain Allen,Person,USA,United States,0,L,16
2024-08-10T12:35:33+02:00,WREMFS65KG------------8FNL000800--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/8 Final,1/8 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1544830,AMOUZADKHALILI Rahman,Person,IRI,IR Iran,8,W,2
2024-08-10T12:49:00+02:00,WREMFS65KG------------QFNL000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1532945,TEVANYAN Vazgen,Person,ARM,Armenia,5,L,1
2024-08-10T12:49:00+02:00,WREMFS65KG------------QFNL000100--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1921673,TUMUR OCHIR Tulga,Person,MGL,Mongolia,7,W,8
2024-08-10T13:00:46+02:00,WREMFS65KG------------QFNL000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1939700,KIYOOKA Kotaro,Person,JPN,Japan,8,W,11
2024-08-10T13:00:46+02:00,WREMFS65KG------------QFNL000200--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1537188,RIVERA Sebastian C,Person,PUR,Puerto Rico,6,L,4
2024-08-10T13:15:18+02:00,WREMFS65KG------------QFNL000300--,WREMFS65KG,Men's Freestyle 65kg,Men's Freestyle 65kg 1/4 Final,1/4 Final,M,Wrestling,WRE,Champ-de-Mars Arena,1913875,MUSZUKAJEV Iszmail,Person,HUN,Hungary,10,W,3
