date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_WLT,qualification_mark,start_order,bib
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1890985,NAKANISHI Junya,Person,JPN,Japan,30.0,663,POINTS,,,26,13B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1981585,RAVNIKAR Ziga,Person,SLO,Slovenia,31.0,663,POINTS,,,41,21A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1564631,LIN Zih-Siang,Person,TPE,Chinese Taipei,32.0,662,POINTS,,,23,12A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1563633,ACHA GONZALEZ Pablo,Person,ESP,Spain,33.0,662,POINTS,,,49,25A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1915456,MUSOLESI Federico,Person,ITA,Italy,34.0,662,POINTS,,,3,2A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1890994,FURUKAWA Takaharu,Person,JPN,Japan,35.0,659,POINTS,,,30,15B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1971737,PETERS Eric,Person,CAN,Canada,36.0,659,POINTS,,,56,28B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1915455,PAOLI Alessandro,Person,ITA,Italy,37.0,658,POINTS,,,1,1A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1913367,LI Zhongyuan,Person,CHN,China,38.0,658,POINTS,,,27,14A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1546112,JADHAV Pravin Ramesh,Person,IND,India,39.0,658,POINTS,,,20,10B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1913631,PANGESTU Arif,Person,INA,Indonesia,40.0,656,POINTS,,,50,25B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1905034,TEKONIEMI Antti,Person,FIN,Finland,41.0,656,POINTS,,,60,30B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1937678,DROR Roy,Person,ISR,Israel,42.0,655,POINTS,,,54,27B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1543412,ENRIQUEZ Jorge,Person,COL,Colombia,43.0,655,POINTS,,,6,3B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1536467,MARTINEZ WING Bruno,Person,MEX,Mexico,44.0,653,POINTS,,,32,16B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1543643,ISLAM Md Sagor,Person,BAN,Bangladesh,45.0,652,POINTS,,,59,30A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1560988,HALL Conor,Person,GBR,Great Britain,46.0,652,POINTS,,,17,9A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1563324,le Quoc Phong,Person,VIE,Vietnam,47.0,652,POINTS,,,63,32A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1571766,USACH Mykhailo,Person,UKR,Ukraine,48.0,651,POINTS,,,64,32B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1890977,SAITO Fumiya,Person,JPN,Japan,49.0,650,POINTS,,,28,14B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1570604,KLEIN Pit,Person,LUX,Luxembourg,50.0,650,POINTS,,,46,23B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1560989,HALL Tom,Person,GBR,Great Britain,51.0,645,POINTS,,,15,8A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1911041,JAJARABILLA Mario Damian,Person,ARG,Argentina,52.0,643,POINTS,,,53,27A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1887539,TICAS Oscar,Person,ESA,El Salvador,53.0,643,POINTS,,,52,26B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1888881,BAATARKHUYAG Otgonbold,Person,MGL,Mongolia,54.0,643,POINTS,,,58,29B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1536460,ROJAS Carlos,Person,MEX,Mexico,55.0,643,POINTS,,,34,17B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1935644,HERNANDEZ VERA Andres,Person,COL,Colombia,56.0,642,POINTS,,,2,1B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1938165,GALLARDO FERRADA Andres,Person,CHI,Chile,57.0,641,POINTS,,,38,19B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1565006,YILDIRMIS Abdullah,Person,TUR,Türkiye,58.0,640,POINTS,,,16,8B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1560342,YEREMENKO Alexandr,Person,KAZ,Kazakhstan,59.0,640,POINTS,,,33,17A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1931126,BOUKOUVALAS Peter,Person,AUS,Australia,60.0,638,POINTS,,,51,26A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1894507,LI Adam,Person,CZE,Czechia,61.0,627,POINTS,,,40,20B
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1888973,TOLBA Youssof,Person,EGY,Egypt,62.0,624,POINTS,,,47,24A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1940869,ROUX Wian,Person,RSA,South Africa,63.0,601,POINTS,,,55,28A
2024-07-25T16:35:29+02:00,ARCMINDIVID-----------QUAL000100--,ARCMINDIVID,Men's Individual,Men's Individual Ranking Round,Ranking Round,M,Archery,ARC,Invalides,1557704,MADAYE Israel,Person,CHA,Chad,64.0,600,POINTS,,,62,31B
2024-07-30T17:56:22+02:00,ARCMINDIVID-----------R64-000700--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1564628,TANG Chih-Chun,Person,TPE,Chinese Taipei,,7,SETS,W,,1,25
2024-07-30T17:56:22+02:00,ARCMINDIVID-----------R64-000700--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1913631,PANGESTU Arif,Person,INA,Indonesia,,1,SETS,L,,2,40
2024-07-30T18:09:23+02:00,ARCMINDIVID-----------R64-000800--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1938165,GALLARDO FERRADA Andres,Person,CHI,Chile,,0,SETS,L,,1,57
2024-07-30T18:09:23+02:00,ARCMINDIVID-----------R64-000800--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1565000,GAZOZ Mete,Person,TUR,Türkiye,,6,SETS,W,,2,8
2024-07-30T18:59:49+02:00,ARCMINDIVID-----------R32-000400--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1564628,TANG Chih-Chun,Person,TPE,Chinese Taipei,,2,SETS,L,,1,25
2024-07-30T18:59:49+02:00,ARCMINDIVID-----------R32-000400--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1565000,GAZOZ Mete,Person,TUR,Türkiye,,6,SETS,W,,2,8
2024-07-30T19:27:55+02:00,ARCMINDIVID-----------R64-001500--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1931570,ABDULLIN Ilfat,Person,KAZ,Kazakhstan,,4,SETS,L,,1,29
2024-07-30T19:27:55+02:00,ARCMINDIVID-----------R64-001500--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1971737,PETERS Eric,Person,CAN,Canada,,6,SETS,W,,2,36
2024-07-30T19:41:55+02:00,ARCMINDIVID-----------R64-001600--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1894507,LI Adam,Person,CZE,Czechia,,1,SETS,L,,1,61
2024-07-30T19:41:55+02:00,ARCMINDIVID-----------R64-001600--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1546108,BOMMADEVARA Dhiraj,Person,IND,India,,7,SETS,W,,2,4
2024-07-30T20:27:39+02:00,ARCMINDIVID-----------R32-000800--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1971737,PETERS Eric,Person,CAN,Canada,,6,SETS,W,,1,36
2024-07-30T20:27:39+02:00,ARCMINDIVID-----------R32-000800--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1546108,BOMMADEVARA Dhiraj,Person,IND,India,,5,SETS,L,,2,4
2024-07-31T18:01:18+02:00,ARCMINDIVID-----------R64-001900--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1541275,VALLADONT Jean-Charles,Person,FRA,France,,4,SETS,L,,1,19
2024-07-31T18:01:18+02:00,ARCMINDIVID-----------R64-001900--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1560988,HALL Conor,Person,GBR,Great Britain,,6,SETS,W,,2,46
2024-07-31T18:27:46+02:00,ARCMINDIVID-----------R64-002000--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1560989,HALL Tom,Person,GBR,Great Britain,,6,SETS,W,,1,51
2024-07-31T18:27:46+02:00,ARCMINDIVID-----------R64-002000--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1546110,RAI Tarundeep,Person,IND,India,,4,SETS,L,,2,14
2024-07-31T19:01:19+02:00,ARCMINDIVID-----------R32-001000--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1560988,HALL Conor,Person,GBR,Great Britain,,5,SETS,L,,1,46
2024-07-31T19:01:19+02:00,ARCMINDIVID-----------R32-001000--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1560989,HALL Tom,Person,GBR,Great Britain,,6,SETS,W,,2,51
2024-08-01T15:42:43+02:00,ARCMINDIVID-----------R64-002700--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1973414,WIJLER Steve,Person,NED,Netherlands,,6,SETS,W,,1,23
2024-08-01T15:42:43+02:00,ARCMINDIVID-----------R64-002700--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1937678,DROR Roy,Person,ISR,Israel,,2,SETS,L,,2,42
2024-08-01T15:57:29+02:00,ARCMINDIVID-----------R64-002800--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1536460,ROJAS Carlos,Person,MEX,Mexico,,4,SETS,L,,1,55
2024-08-01T15:57:29+02:00,ARCMINDIVID-----------R64-002800--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1565002,TUMER Berkim,Person,TUR,Türkiye,,6,SETS,W,,2,10
2024-08-01T16:34:26+02:00,ARCMINDIVID-----------R32-001400--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1973414,WIJLER Steve,Person,NED,Netherlands,,2,SETS,L,,1,23
2024-08-01T16:34:26+02:00,ARCMINDIVID-----------R32-001400--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1565002,TUMER Berkim,Person,TUR,Türkiye,,6,SETS,W,,2,10
2024-08-01T17:03:43+02:00,ARCMINDIVID-----------R64-002900--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1935642,ARCILA Santiago,Person,COL,Colombia,,6,SETS,W,,1,15
2024-08-01T17:03:43+02:00,ARCMINDIVID-----------R64-002900--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1570604,KLEIN Pit,Person,LUX,Luxembourg,,4,SETS,L,,2,50
2024-08-01T17:13:49+02:00,ARCMINDIVID-----------R64-003000--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1563324,le Quoc Phong,Person,VIE,Vietnam,,0,SETS,L,,1,47
2024-08-01T17:13:49+02:00,ARCMINDIVID-----------R64-003000--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1898162,OLARU Dan,Person,MDA,Republic of Moldova,,6,SETS,W,,2,18
2024-08-01T17:59:22+02:00,ARCMINDIVID-----------R32-001500--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1935642,ARCILA Santiago,Person,COL,Colombia,,6,SETS,W,,1,15
2024-08-01T17:59:22+02:00,ARCMINDIVID-----------R32-001500--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1898162,OLARU Dan,Person,MDA,Republic of Moldova,,2,SETS,L,,2,18
2024-08-01T18:30:17+02:00,ARCMINDIVID-----------R64-002300--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1561003,WISE Alex,Person,GBR,Great Britain,,6,SETS,W,,1,27
2024-08-01T18:30:17+02:00,ARCMINDIVID-----------R64-002300--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1913367,LI Zhongyuan,Person,CHN,China,,4,SETS,L,,2,38
2024-08-01T18:41:38+02:00,ARCMINDIVID-----------R64-002400--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1560342,YEREMENKO Alexandr,Person,KAZ,Kazakhstan,,2,SETS,L,,1,59
2024-08-01T18:41:38+02:00,ARCMINDIVID-----------R64-002400--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1541270,ADDIS Baptiste,Person,FRA,France,,6,SETS,W,,2,6
2024-08-01T19:20:36+02:00,ARCMINDIVID-----------R32-001200--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1561003,WISE Alex,Person,GBR,Great Britain,,3,SETS,L,,1,27
2024-08-01T19:20:36+02:00,ARCMINDIVID-----------R32-001200--,ARCMINDIVID,Men's Individual,Men's Individual 1/16 Elimination Round,1/16 Elimination Round,M,Archery,ARC,Invalides,1541270,ADDIS Baptiste,Person,FRA,France,,7,SETS,W,,2,6
2024-08-01T19:46:12+02:00,ARCMINDIVID-----------R64-003100--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1981585,RAVNIKAR Ziga,Person,SLO,Slovenia,,4,SETS,L,,1,31
2024-08-01T19:46:12+02:00,ARCMINDIVID-----------R64-003100--,ARCMINDIVID,Men's Individual,Men's Individual 1/32 Elimination Round,1/32 Elimination Round,M,Archery,ARC,Invalides,1915456,MUSOLESI Federico,Person,ITA,Italy,,6,SETS,W,,2,34
