date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,start_order
2024-07-28T11:58:26+02:00,SWMM100MBA------------HEAT000300--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1537465,SARAVIA Ulises,Person,ARG,Argentina,8.0,55.03,TIME,,0.82,8
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1879357,MASIUK Ksawery,Person,POL,Poland,1.0,53.08,TIME,,,6
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1909299,NDOYE-BROUARD Yohann,Person,FRA,France,2.0,53.20,TIME,,0.12,3
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1895297,KNEDLA Miroslav,Person,CZE,Czechia,3.0,53.41,TIME,,0.33,2
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1925635,CECCON Thomas,Person,ITA,Italy,4.0,53.45,TIME,,0.37,4
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1954838,GONZALEZ de OLIVEIRA Hugo,Person,ESP,Spain,5.0,53.68,TIME,,0.60,5
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1907240,BRAUNSCHWEIG Ole,Person,GER,Germany,6.0,53.95,TIME,,0.87,1
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1967063,ACEVEDO Javier,Person,CAN,Canada,7.0,54.19,TIME,,1.11,8
2024-07-28T12:01:26+02:00,SWMM100MBA------------HEAT000400--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1925684,LAMBERTI Michele,Person,ITA,Italy,8.0,54.22,TIME,,1.14,7
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1904977,KOS Hubert,Person,HUN,Hungary,1.0,52.78,TIME,,,2
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1962581,COETZE Pieter,Person,RSA,South Africa,2.0,52.90,TIME,,0.12,6
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1945132,XU Jiayu,Person,CHN,China,3.0,53.20,TIME,,0.42,4
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1954561,MAKRYGIANNIS Evangelos,Person,GRE,Greece,4.0,53.24,TIME,,0.46,3
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1935871,ARMSTRONG Hunter,Person,USA,United States,5.0,53.34,TIME,,0.56,5
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1902960,JASZO Adam,Person,HUN,Hungary,6.0,53.97,TIME,,1.19,7
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1946184,COOPER Isaac,Person,AUS,Australia,7.0,54.21,TIME,,1.43,1
2024-07-28T12:04:37+02:00,SWMM100MBA------------HEAT000500--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 5,Heat 5,M,Swimming,SWM,Paris La Defense Arena,1901663,LEE Juho,Person,KOR,Korea,8.0,54.65,TIME,,1.87,8
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1954557,CHRISTOU Apostolos,Person,GRE,Greece,1.0,52.95,TIME,,,5
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1935957,MURPHY Ryan,Person,USA,United States,2.0,53.06,TIME,,0.11,4
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1903608,MORGAN Oliver,Person,GBR,Great Britain,3.0,53.44,TIME,,0.49,3
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1909311,TOMAC Mewen,Person,FRA,France,4.0,53.51,TIME,,0.56,6
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1967156,TIERNEY Blake,Person,CAN,Canada,5.0,53.89,TIME,,0.94,8
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1998595,MARSHALL Jonny,Person,GBR,Great Britain,6.0,53.93,TIME,,0.98,2
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1977754,MITYUKOV Roman,Person,SUI,Switzerland,7.0,53.94,TIME,,0.99,7
2024-07-28T12:07:38+02:00,SWMM100MBA------------HEAT000600--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke - Heat 6,Heat 6,M,Swimming,SWM,Paris La Defense Arena,1946155,WOODWARD Bradley,Person,AUS,Australia,8.0,54.34,TIME,,1.39,1
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1925635,CECCON Thomas,Person,ITA,Italy,1.0,52.58,TIME,,,7
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1909299,NDOYE-BROUARD Yohann,Person,FRA,France,2.0,52.63,TIME,,0.05,3
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1962581,COETZE Pieter,Person,RSA,South Africa,2.0,52.63,TIME,,0.05,4
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1935957,MURPHY Ryan,Person,USA,United States,4.0,52.72,TIME,,0.14,5
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1954838,GONZALEZ de OLIVEIRA Hugo,Person,ESP,Spain,5.0,52.95,TIME,,0.37,1
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1954561,MAKRYGIANNIS Evangelos,Person,GRE,Greece,6.0,52.97,TIME,,0.39,6
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1895297,KNEDLA Miroslav,Person,CZE,Czechia,7.0,53.44,TIME,,0.86,2
2024-07-28T21:40:20+02:00,SWMM100MBA------------SFNL000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 1,Semifinal 1,M,Swimming,SWM,Paris La Defense Arena,1998595,MARSHALL Jonny,Person,GBR,Great Britain,8.0,53.46,TIME,,0.88,8
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1945132,XU Jiayu,Person,CHN,China,1.0,52.02,TIME,,,6
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1954557,CHRISTOU Apostolos,Person,GRE,Greece,2.0,52.77,TIME,,0.75,5
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1903608,MORGAN Oliver,Person,GBR,Great Britain,3.0,52.85,TIME,,0.83,7
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1904977,KOS Hubert,Person,HUN,Hungary,4.0,52.98,TIME,,0.96,4
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1935871,ARMSTRONG Hunter,Person,USA,United States,5.0,53.11,TIME,,1.09,2
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1879357,MASIUK Ksawery,Person,POL,Poland,6.0,53.44,TIME,,1.42,3
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1909311,TOMAC Mewen,Person,FRA,France,7.0,53.63,TIME,,1.61,1
2024-07-28T21:46:52+02:00,SWMM100MBA------------SFNL000200--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Semifinal 2,Semifinal 2,M,Swimming,SWM,Paris La Defense Arena,1967156,TIERNEY Blake,Person,CAN,Canada,8.0,53.71,TIME,,1.69,8
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1925635,CECCON Thomas,Person,ITA,Italy,1.0,52.00,TIME,,,5
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1945132,XU Jiayu,Person,CHN,China,2.0,52.32,TIME,,0.32,4
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1935957,MURPHY Ryan,Person,USA,United States,3.0,52.39,TIME,,0.39,2
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1954557,CHRISTOU Apostolos,Person,GRE,Greece,4.0,52.41,TIME,,0.41,7
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1962581,COETZE Pieter,Person,RSA,South Africa,5.0,52.58,TIME,,0.58,6
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1954838,GONZALEZ de OLIVEIRA Hugo,Person,ESP,Spain,6.0,52.73,TIME,,0.73,8
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1909299,NDOYE-BROUARD Yohann,Person,FRA,France,7.0,52.77,TIME,,0.77,3
2024-07-29T21:32:05+02:00,SWMM100MBA------------FNL-000100--,SWMM100MBA,Men's 100m Backstroke,Men's 100m Backstroke Final,Final,M,Swimming,SWM,Paris La Defense Arena,1903608,MORGAN Oliver,Person,GBR,Great Britain,8.0,52.84,TIME,,0.84,1
2024-07-27T11:41:08+02:00,SWMM100MBR------------HEAT000100--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,4979790,INSIXIENGMAY Steven,Person,LAO,Lao PDR,1.0,1:04.64,TIME,,,4
2024-07-27T11:41:08+02:00,SWMM100MBR------------HEAT000100--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1552320,LAWRENCE Matthew,Person,MOZ,Mozambique,2.0,1:04.95,TIME,,0.31,3
2024-07-27T11:41:08+02:00,SWMM100MBR------------HEAT000100--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,1955157,MASEI Micah,Person,ASA,American Samoa,3.0,1:05.95,TIME,,1.31,5
2024-07-27T11:41:08+02:00,SWMM100MBR------------HEAT000100--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 1,Heat 1,M,Swimming,SWM,Paris La Defense Arena,4658294,NG CHIU HING NING Chadd,Person,SWZ,Eswatini,4.0,1:09.85,TIME,,5.21,6
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1928919,McKEE Anton,Person,ISL,Iceland,1.0,1:00.62,TIME,,,5
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1555542,WUILLIEZ Jadon,Person,ANT,Antigua and Barbuda,2.0,1:02.70,TIME,,2.08,6
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1973564,ROBINSON Adrian,Person,BOT,Botswana,3.0,1:02.79,TIME,,2.17,2
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1930539,GRAND'PIERRE Alexandre,Person,HAI,Haiti,4.0,1:02.85,TIME,,2.23,3
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1550221,LIMTIACO Tasi,Person,FSM,Micronesia,5.0,1:04.14,TIME,,3.52,1
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1897115,AL-OBAIDLY Abdulaziz,Person,QAT,Qatar,6.0,1:04.31,TIME,,3.69,8
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1917898,RAHARVEL Jonathan,Person,MAD,Madagascar,7.0,1:05.20,TIME,,4.58,7
2024-07-27T11:44:17+02:00,SWMM100MBR------------HEAT000200--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 2,Heat 2,M,Swimming,SWM,Paris La Defense Arena,1535354,de LARA OJEDA Miguel Alejandro,Person,MEX,Mexico,,,IRM,DSQ,,4
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1972545,CORBEAU Caspar,Person,NED,Netherlands,1.0,59.04,TIME,,,6
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1935901,FINK Nic,Person,USA,United States,2.0,59.66,TIME,,0.62,4
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1946195,YONG Joshua,Person,AUS,Australia,3.0,59.75,TIME,,0.71,1
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,4968593,SOMOV Evgenii,Person,AIN,AIN,4.0,59.83,TIME,,0.79,5
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1925692,VIBERTI Ludovico Blu Art,Person,ITA,Italy,5.0,59.93,TIME,,0.89,2
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1897365,POLONSKY Ron,Person,ISR,Israel,6.0,1:00.00,TIME,,0.96,8
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1963633,TANIGUCHI Taku,Person,JPN,Japan,7.0,1:00.20,TIME,,1.16,7
2024-07-27T11:49:09+02:00,SWMM100MBR------------HEAT000300--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 3,Heat 3,M,Swimming,SWM,Paris La Defense Arena,1946224,WILLIAMSON Sam,Person,AUS,Australia,8.0,1:00.50,TIME,,1.46,3
2024-07-27T11:51:20+02:00,SWMM100MBR------------HEAT000400--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1956469,PEATY Adam,Person,GBR,Great Britain,1.0,59.18,TIME,,,4
2024-07-27T11:51:20+02:00,SWMM100MBR------------HEAT000400--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1538150,SHYMANOVICH Ilya,Person,AIN,AIN,2.0,59.25,TIME,,0.07,7
2024-07-27T11:51:20+02:00,SWMM100MBR------------HEAT000400--,SWMM100MBR,Men's 100m Breaststroke,Men's 100m Breaststroke - Heat 4,Heat 4,M,Swimming,SWM,Paris La Defense Arena,1925633,MARTINENGHI Nicolo,Person,ITA,Italy,3.0,59.39,TIME,,0.21,5
