date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM,start_order
2024-07-28T17:51:38+02:00,VBVMTEAM2-------------GPE-000100--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CAN01,Schachter/Dearing,Team,CAN,Canada,0,POINTS,L,,2
2024-07-28T20:46:07+02:00,VBVMTEAM2-------------GPE-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA02,Evandro/Arthur,Team,BRA,Brazil,2,POINTS,W,,1
2024-07-28T20:46:07+02:00,VBVMTEAM2-------------GPE-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUT01,Horl/Horst,Team,AUT,Austria,0,POINTS,L,,2
2024-07-28T22:39:15+02:00,VBVMTEAM2-------------GPB-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NOR01,Mol/Sorum,Team,NOR,Norway,2,POINTS,W,,1
2024-07-28T22:39:15+02:00,VBVMTEAM2-------------GPB-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CHI01,M.Grimalt/E.Grimalt,Team,CHI,Chile,0,POINTS,L,,2
2024-07-29T09:45:48+02:00,VBVMTEAM2-------------GPA-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ITA01,Cottafava/Nicolai,Team,ITA,Italy,2,POINTS,W,,1
2024-07-29T09:45:48+02:00,VBVMTEAM2-------------GPA-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUS02,Nicolaidis/Carracher,Team,AUS,Australia,0,POINTS,L,,2
2024-07-29T10:43:00+02:00,VBVMTEAM2-------------GPF-000100--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED01,Boermans/de Groot,Team,NED,Netherlands,2,POINTS,W,,1
2024-07-29T10:43:00+02:00,VBVMTEAM2-------------GPF-000100--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ESP01,Herrera/Gavira,Team,ESP,Spain,0,POINTS,L,,2
2024-07-29T16:37:36+02:00,VBVMTEAM2-------------GPF-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---FRA01,Krou/Gauthier-Rat,Team,FRA,France,0,POINTS,L,,1
2024-07-29T16:37:36+02:00,VBVMTEAM2-------------GPF-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA02,Evans/Budinger,Team,USA,United States,2,POINTS,W,,2
2024-07-29T21:04:47+02:00,VBVMTEAM2-------------GPA-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---SWE01,Ahman/Hellvig,Team,SWE,Sweden,1,POINTS,L,,1
2024-07-29T21:04:47+02:00,VBVMTEAM2-------------GPA-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---QAT01,Cherif/Ahmed,Team,QAT,Qatar,2,POINTS,W,,2
2024-07-30T09:43:15+02:00,VBVMTEAM2-------------GPC-000100--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---POL01,Bryl/Losiak,Team,POL,Poland,2,POINTS,W,,1
2024-07-30T09:43:15+02:00,VBVMTEAM2-------------GPC-000100--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUS01,Hodges/Schubert,Team,AUS,Australia,0,POINTS,L,,2
2024-07-30T10:49:37+02:00,VBVMTEAM2-------------GPC-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---GER01,Ehlers/Wickler,Team,GER,Germany,2,POINTS,W,,1
2024-07-30T10:49:37+02:00,VBVMTEAM2-------------GPC-000200--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---FRA02,Bassereau/Lyneel,Team,FRA,France,0,POINTS,L,,2
2024-07-30T12:42:09+02:00,VBVMTEAM2-------------GPD-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA01,George/Andre,Team,BRA,Brazil,0,POINTS,L,,1
2024-07-30T12:42:09+02:00,VBVMTEAM2-------------GPD-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CUB01,Diaz/Alayo,Team,CUB,Cuba,2,POINTS,W,,2
2024-07-30T15:57:55+02:00,VBVMTEAM2-------------GPD-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA01,Partain/Benesh,Team,USA,United States,2,POINTS,W,,1
2024-07-30T15:57:55+02:00,VBVMTEAM2-------------GPD-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---MAR01,Abicha/Elgraoui,Team,MAR,Morocco,0,POINTS,L,,2
2024-07-30T18:26:30+02:00,VBVMTEAM2-------------GPF-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---FRA01,Krou/Gauthier-Rat,Team,FRA,France,1,POINTS,L,,1
2024-07-30T18:26:30+02:00,VBVMTEAM2-------------GPF-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ESP01,Herrera/Gavira,Team,ESP,Spain,2,POINTS,W,,2
2024-07-30T20:41:12+02:00,VBVMTEAM2-------------GPF-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED01,Boermans/de Groot,Team,NED,Netherlands,2,POINTS,W,,1
2024-07-30T20:41:12+02:00,VBVMTEAM2-------------GPF-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA02,Evans/Budinger,Team,USA,United States,0,POINTS,L,,2
2024-07-31T09:58:46+02:00,VBVMTEAM2-------------GPE-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CZE01,Perusic/Schweiner,Team,CZE,Czechia,2,POINTS,W,,1
2024-07-31T09:58:46+02:00,VBVMTEAM2-------------GPE-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUT01,Horl/Horst,Team,AUT,Austria,0,POINTS,L,,2
2024-07-31T16:49:24+02:00,VBVMTEAM2-------------GPB-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED02,van de Velde/Immers,Team,NED,Netherlands,2,POINTS,W,,1
2024-07-31T16:49:24+02:00,VBVMTEAM2-------------GPB-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CHI01,M.Grimalt/E.Grimalt,Team,CHI,Chile,0,POINTS,L,,2
2024-07-31T21:15:08+02:00,VBVMTEAM2-------------GPE-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA02,Evandro/Arthur,Team,BRA,Brazil,2,POINTS,W,,1
2024-07-31T21:15:08+02:00,VBVMTEAM2-------------GPE-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CAN01,Schachter/Dearing,Team,CAN,Canada,0,POINTS,L,,2
2024-07-31T23:30:34+02:00,VBVMTEAM2-------------GPB-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NOR01,Mol/Sorum,Team,NOR,Norway,2,POINTS,W,,1
2024-07-31T23:30:34+02:00,VBVMTEAM2-------------GPB-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ITA02,Ranghieri/Carambula,Team,ITA,Italy,0,POINTS,L,,2
2024-08-01T10:04:00+02:00,VBVMTEAM2-------------GPC-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---GER01,Ehlers/Wickler,Team,GER,Germany,2,POINTS,W,,1
2024-08-01T10:04:00+02:00,VBVMTEAM2-------------GPC-000300--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUS01,Hodges/Schubert,Team,AUS,Australia,1,POINTS,L,,2
2024-08-01T11:00:22+02:00,VBVMTEAM2-------------GPA-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---QAT01,Cherif/Ahmed,Team,QAT,Qatar,2,POINTS,W,,1
2024-08-01T11:00:22+02:00,VBVMTEAM2-------------GPA-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUS02,Nicolaidis/Carracher,Team,AUS,Australia,0,POINTS,L,,2
2024-08-01T12:41:18+02:00,VBVMTEAM2-------------GPD-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CUB01,Diaz/Alayo,Team,CUB,Cuba,2,POINTS,W,,1
2024-08-01T12:41:18+02:00,VBVMTEAM2-------------GPD-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---MAR01,Abicha/Elgraoui,Team,MAR,Morocco,0,POINTS,L,,2
2024-08-01T16:04:17+02:00,VBVMTEAM2-------------GPD-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA01,George/Andre,Team,BRA,Brazil,1,POINTS,L,,1
2024-08-01T16:04:17+02:00,VBVMTEAM2-------------GPD-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool D,Preliminary Phase - Pool D,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA01,Partain/Benesh,Team,USA,United States,2,POINTS,W,,2
2024-08-01T17:55:04+02:00,VBVMTEAM2-------------GPA-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---SWE01,Ahman/Hellvig,Team,SWE,Sweden,0,POINTS,L,,1
2024-08-01T17:55:04+02:00,VBVMTEAM2-------------GPA-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool A,Preliminary Phase - Pool A,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ITA01,Cottafava/Nicolai,Team,ITA,Italy,2,POINTS,W,,2
2024-08-01T21:48:52+02:00,VBVMTEAM2-------------GPC-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---POL01,Bryl/Losiak,Team,POL,Poland,2,POINTS,W,,1
2024-08-01T21:48:52+02:00,VBVMTEAM2-------------GPC-000400--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---FRA02,Bassereau/Lyneel,Team,FRA,France,0,POINTS,L,,2
2024-08-02T10:46:26+02:00,VBVMTEAM2-------------GPB-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ITA02,Ranghieri/Carambula,Team,ITA,Italy,0,POINTS,L,,1
2024-08-02T10:46:26+02:00,VBVMTEAM2-------------GPB-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CHI01,M.Grimalt/E.Grimalt,Team,CHI,Chile,2,POINTS,W,,2
2024-08-02T11:40:22+02:00,VBVMTEAM2-------------GPE-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUT01,Horl/Horst,Team,AUT,Austria,0,POINTS,L,,1
2024-08-02T11:40:22+02:00,VBVMTEAM2-------------GPE-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CAN01,Schachter/Dearing,Team,CAN,Canada,2,POINTS,W,,2
2024-08-02T15:44:31+02:00,VBVMTEAM2-------------GPF-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ESP01,Herrera/Gavira,Team,ESP,Spain,2,POINTS,W,,1
2024-08-02T15:44:31+02:00,VBVMTEAM2-------------GPF-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA02,Evans/Budinger,Team,USA,United States,0,POINTS,L,,2
2024-08-02T16:47:58+02:00,VBVMTEAM2-------------GPF-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---FRA01,Krou/Gauthier-Rat,Team,FRA,France,0,POINTS,L,,1
2024-08-02T16:47:58+02:00,VBVMTEAM2-------------GPF-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool F,Preliminary Phase - Pool F,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED01,Boermans/de Groot,Team,NED,Netherlands,2,POINTS,W,,2
2024-08-02T20:43:20+02:00,VBVMTEAM2-------------GPB-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NOR01,Mol/Sorum,Team,NOR,Norway,2,POINTS,W,,1
2024-08-02T20:43:20+02:00,VBVMTEAM2-------------GPB-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool B,Preliminary Phase - Pool B,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED02,van de Velde/Immers,Team,NED,Netherlands,0,POINTS,L,,2
2024-08-02T21:45:18+02:00,VBVMTEAM2-------------GPE-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CZE01,Perusic/Schweiner,Team,CZE,Czechia,0,POINTS,L,,1
2024-08-02T21:45:18+02:00,VBVMTEAM2-------------GPE-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool E,Preliminary Phase - Pool E,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA02,Evandro/Arthur,Team,BRA,Brazil,2,POINTS,W,,2
2024-08-03T09:46:50+02:00,VBVMTEAM2-------------GPC-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---GER01,Ehlers/Wickler,Team,GER,Germany,2,POINTS,W,,1
2024-08-03T09:46:50+02:00,VBVMTEAM2-------------GPC-000500--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---POL01,Bryl/Losiak,Team,POL,Poland,0,POINTS,L,,2
2024-08-03T10:46:56+02:00,VBVMTEAM2-------------GPC-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUS01,Hodges/Schubert,Team,AUS,Australia,2,POINTS,W,,1
2024-08-03T10:46:56+02:00,VBVMTEAM2-------------GPC-000600--,VBVMTEAM2,Men,Men's Preliminary Phase - Pool C,Preliminary Phase - Pool C,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---FRA02,Bassereau/Lyneel,Team,FRA,France,0,POINTS,L,,2
2024-08-03T18:11:27+02:00,VBVMTEAM2-------------LL--000200--,VBVMTEAM2,Men,Men's lucky loser round,Lucky loser round,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CAN01,Schachter/Dearing,Team,CAN,Canada,0,IRM_POINTS,L,INJ,1
2024-08-03T18:11:27+02:00,VBVMTEAM2-------------LL--000200--,VBVMTEAM2,Men,Men's lucky loser round,Lucky loser round,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CHI01,M.Grimalt/E.Grimalt,Team,CHI,Chile,2,POINTS,W,,2
2024-08-03T23:46:43+02:00,VBVMTEAM2-------------LL--000100--,VBVMTEAM2,Men,Men's lucky loser round,Lucky loser round,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---AUS01,Hodges/Schubert,Team,AUS,Australia,0,POINTS,L,,1
2024-08-03T23:46:43+02:00,VBVMTEAM2-------------LL--000100--,VBVMTEAM2,Men,Men's lucky loser round,Lucky loser round,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA02,Evans/Budinger,Team,USA,United States,2,POINTS,W,,2
2024-08-04T10:50:17+02:00,VBVMTEAM2-------------8FNL000500--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---GER01,Ehlers/Wickler,Team,GER,Germany,2,POINTS,W,,1
2024-08-04T10:50:17+02:00,VBVMTEAM2-------------8FNL000500--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA01,George/Andre,Team,BRA,Brazil,0,POINTS,L,,2
2024-08-04T13:43:42+02:00,VBVMTEAM2-------------8FNL000600--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CZE01,Perusic/Schweiner,Team,CZE,Czechia,0,POINTS,L,,1
2024-08-04T13:43:42+02:00,VBVMTEAM2-------------8FNL000600--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED01,Boermans/de Groot,Team,NED,Netherlands,2,POINTS,W,,2
2024-08-04T15:03:40+02:00,VBVMTEAM2-------------8FNL000400--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---SWE01,Ahman/Hellvig,Team,SWE,Sweden,2,POINTS,W,,1
2024-08-04T15:03:40+02:00,VBVMTEAM2-------------8FNL000400--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---CUB01,Diaz/Alayo,Team,CUB,Cuba,1,POINTS,L,,2
2024-08-04T21:45:00+02:00,VBVMTEAM2-------------8FNL000300--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---BRA02,Evandro/Arthur,Team,BRA,Brazil,2,POINTS,W,,1
2024-08-04T21:45:00+02:00,VBVMTEAM2-------------8FNL000300--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NED02,van de Velde/Immers,Team,NED,Netherlands,0,POINTS,L,,2
2024-08-05T11:02:01+02:00,VBVMTEAM2-------------8FNL000700--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---POL01,Bryl/Losiak,Team,POL,Poland,0,POINTS,L,,1
2024-08-05T11:02:01+02:00,VBVMTEAM2-------------8FNL000700--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---ESP01,Herrera/Gavira,Team,ESP,Spain,2,POINTS,W,,2
2024-08-05T15:30:03+02:00,VBVMTEAM2-------------8FNL000800--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA02,Evans/Budinger,Team,USA,United States,0,POINTS,L,,1
2024-08-05T15:30:03+02:00,VBVMTEAM2-------------8FNL000800--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---NOR01,Mol/Sorum,Team,NOR,Norway,2,POINTS,W,,2
2024-08-05T17:44:42+02:00,VBVMTEAM2-------------8FNL000200--,VBVMTEAM2,Men,Men's Round of 16,Round of 16,M,Beach Volleyball,VBV,Eiffel Tower Stadium,VBVMTEAM2---USA01,Partain/Benesh,Team,USA,United States,2,POINTS,W,,1
