date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,result,result_type,result_WLT,result_IRM,bib
2024-08-07T11:12:30+02:00,TKWM58KG--------------8FNL000300--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1555541,ISSAKA GARBA Nouridine,Person,NIG,Niger,0,POINTS,L,,209
2024-08-07T11:12:30+02:00,TKWM58KG--------------8FNL000300--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1946334,LEWIS Bailey,Person,AUS,Australia,2,POINTS,W,,208
2024-08-07T11:35:03+02:00,TKWM58KG--------------8FNL000400--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1947736,JENDOUBI Mohamed Khalil,Person,TUN,Tunisia,2,POINTS,W,,201
2024-08-07T11:35:03+02:00,TKWM58KG--------------8FNL000400--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1956376,KORNEEV Lev,Person,SRB,Serbia,0,POINTS,L,,217
2024-08-07T12:00:12+02:00,TKWM58KG--------------8FNL000500--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1932149,YASER ISMAIL Omar,Person,PLE,Palestine,0,POINTS,L,,215
2024-08-07T12:00:12+02:00,TKWM58KG--------------8FNL000500--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1546697,VICENTE YUNTA Adrian,Person,ESP,Spain,2,POINTS,W,,202
2024-08-07T12:29:23+02:00,TKWM58KG--------------8FNL000600--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1956647,WOOLLEY Jack,Person,IRL,Ireland,0,POINTS,L,,207
2024-08-07T12:29:23+02:00,TKWM58KG--------------8FNL000600--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1946883,MAGOMEDOV Gashim,Person,AZE,Azerbaijan,2,POINTS,W,,210
2024-08-07T13:04:37+02:00,TKWM58KG--------------8FNL000700--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1908279,GUZMAN Lucas,Person,ARG,Argentina,1,POINTS,L,,211
2024-08-07T13:04:37+02:00,TKWM58KG--------------8FNL000700--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1572368,SALIM Omar Gergely,Person,HUN,Hungary,2,POINTS,W,,206
2024-08-07T13:24:08+02:00,TKWM58KG--------------8FNL000800--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1929684,DELL AQUILA Vito,Person,ITA,Italy,2,POINTS,W,,203
2024-08-07T13:24:08+02:00,TKWM58KG--------------8FNL000800--,TKWM58KG,Men -58kg,Men -58kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1930255,ABABAKIROV Samirkhon,Person,KAZ,Kazakhstan,1,POINTS,L,,214
2024-08-07T15:03:24+02:00,TKWM58KG--------------QFNL000100--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1893274,RAVET Cyrian,Person,FRA,France,1,POINTS,L,,204
2024-08-07T15:03:24+02:00,TKWM58KG--------------QFNL000100--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1904040,PARK Taejoon,Person,KOR,Korea,2,POINTS,W,,205
2024-08-07T15:29:05+02:00,TKWM58KG--------------QFNL000200--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1946334,LEWIS Bailey,Person,AUS,Australia,0,POINTS,L,,208
2024-08-07T15:29:05+02:00,TKWM58KG--------------QFNL000200--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1947736,JENDOUBI Mohamed Khalil,Person,TUN,Tunisia,2,POINTS,W,,201
2024-08-07T15:59:34+02:00,TKWM58KG--------------QFNL000300--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1546697,VICENTE YUNTA Adrian,Person,ESP,Spain,0,POINTS,L,,202
2024-08-07T15:59:34+02:00,TKWM58KG--------------QFNL000300--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1946883,MAGOMEDOV Gashim,Person,AZE,Azerbaijan,2,POINTS,W,,210
2024-08-07T16:18:13+02:00,TKWM58KG--------------QFNL000400--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1572368,SALIM Omar Gergely,Person,HUN,Hungary,0,POINTS,L,,206
2024-08-07T16:18:13+02:00,TKWM58KG--------------QFNL000400--,TKWM58KG,Men -58kg,Men -58kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1929684,DELL AQUILA Vito,Person,ITA,Italy,2,POINTS,W,,203
2024-08-07T16:47:34+02:00,TKWM58KG--------------SFNL000100--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1904040,PARK Taejoon,Person,KOR,Korea,2,POINTS,W,,205
2024-08-07T16:47:34+02:00,TKWM58KG--------------SFNL000100--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1947736,JENDOUBI Mohamed Khalil,Person,TUN,Tunisia,0,POINTS,L,,201
2024-08-07T17:15:47+02:00,TKWM58KG--------------SFNL000200--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1946883,MAGOMEDOV Gashim,Person,AZE,Azerbaijan,2,POINTS,W,,210
2024-08-07T17:15:47+02:00,TKWM58KG--------------SFNL000200--,TKWM58KG,Men -58kg,Men -58kg Semifinal,Semifinal,M,Taekwondo,TKW,Grand Palais,1929684,DELL AQUILA Vito,Person,ITA,Italy,0,POINTS,L,,203
2024-08-07T19:53:19+02:00,TKWM58KG--------------REP1000200--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1893274,RAVET Cyrian,Person,FRA,France,2,POINTS,W,,204
2024-08-07T19:53:19+02:00,TKWM58KG--------------REP1000200--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1925942,GRANADO Yohandri,Person,VEN,Venezuela,0,POINTS,L,,212
2024-08-07T20:19:04+02:00,TKWM58KG--------------REP1000300--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1956647,WOOLLEY Jack,Person,IRL,Ireland,0,POINTS,L,,207
2024-08-07T20:19:04+02:00,TKWM58KG--------------REP1000300--,TKWM58KG,Men -58kg,Men -58kg Repechage,Repechage,M,Taekwondo,TKW,Grand Palais,1546697,VICENTE YUNTA Adrian,Person,ESP,Spain,2,POINTS,W,,202
2024-08-07T20:39:27+02:00,TKWM58KG--------------REPF000100--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1929684,DELL AQUILA Vito,Person,ITA,Italy,,IRM_POINTS,L,WDR,203
2024-08-07T20:39:27+02:00,TKWM58KG--------------REPF000100--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1893274,RAVET Cyrian,Person,FRA,France,,,W,,204
2024-08-07T21:20:04+02:00,TKWM58KG--------------REPF000200--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1546697,VICENTE YUNTA Adrian,Person,ESP,Spain,0,POINTS,L,,202
2024-08-07T21:20:04+02:00,TKWM58KG--------------REPF000200--,TKWM58KG,Men -58kg,Men -58kg Bronze Medal Contests,Bronze Medal Contests,M,Taekwondo,TKW,Grand Palais,1947736,JENDOUBI Mohamed Khalil,Person,TUN,Tunisia,2,POINTS,W,,201
2024-08-07T22:07:30+02:00,TKWM58KG--------------FNL-000100--,TKWM58KG,Men -58kg,Men -58kg Gold Medal Contest,Gold Medal Contest,M,Taekwondo,TKW,Grand Palais,1904040,PARK Taejoon,Person,KOR,Korea,1,POINTS,W,,205
2024-08-07T22:07:30+02:00,TKWM58KG--------------FNL-000100--,TKWM58KG,Men -58kg,Men -58kg Gold Medal Contest,Gold Medal Contest,M,Taekwondo,TKW,Grand Palais,1946883,MAGOMEDOV Gashim,Person,AZE,Azerbaijan,0,IRM_POINTS,L,WDR,210
2024-08-08T09:07:54+02:00,TKWM68KG--------------R32-000100--,TKWM68KG,Men -68kg,Men -68kg Qualification Contest,Qualification Contest,M,Taekwondo,TKW,Grand Palais,1894590,AL GHOTANY Yahya,Person,EOR,EOR,0,POINTS,L,,416
2024-08-08T09:07:54+02:00,TKWM68KG--------------R32-000100--,TKWM68KG,Men -68kg,Men -68kg Qualification Contest,Qualification Contest,M,Taekwondo,TKW,Grand Palais,1962479,LO Wai Fung,Person,HKG,"Hong Kong, China",2,POINTS,W,,417
2024-08-08T09:33:26+02:00,TKWM68KG--------------8FNL000100--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1897321,NASSAR Ahmed,Person,EGY,Egypt,0,POINTS,L,,413
2024-08-08T09:33:26+02:00,TKWM68KG--------------8FNL000100--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1893275,ALAPHILIPPE Souleyman,Person,FRA,France,2,POINTS,W,,404
2024-08-08T09:57:46+02:00,TKWM68KG--------------8FNL000200--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1546696,PEREZ POLO Javier,Person,ESP,Spain,2,POINTS,W,,405
2024-08-08T09:57:46+02:00,TKWM68KG--------------8FNL000200--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1903031,TUBTIMDANG Banlung,Person,THA,Thailand,0,POINTS,L,,412
2024-08-08T10:28:22+02:00,TKWM68KG--------------8FNL000300--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1910367,LIANG Yushuai,Person,CHN,China,2,POINTS,W,,409
2024-08-08T10:28:22+02:00,TKWM68KG--------------8FNL000300--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1572266,JOZSA Levente Mark,Person,HUN,Hungary,1,POINTS,L,,408
2024-08-08T10:51:34+02:00,TKWM68KG--------------8FNL000400--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1887714,RASHITOV Ulugbek,Person,UZB,Uzbekistan,2,POINTS,W,,401
2024-08-08T10:51:34+02:00,TKWM68KG--------------8FNL000400--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1962479,LO Wai Fung,Person,HKG,"Hong Kong, China",0,POINTS,L,,417
2024-08-08T11:16:41+02:00,TKWM68KG--------------8FNL000500--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1936310,KASSMAN Kevin Sogo,Person,PNG,Papua New Guinea,0,POINTS,L,,415
2024-08-08T11:16:41+02:00,TKWM68KG--------------8FNL000500--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1896153,SINDEN Bradly,Person,GBR,Great Britain,2,POINTS,W,,402
2024-08-08T11:43:16+02:00,TKWM68KG--------------8FNL000600--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1540991,GOLUBIC Marko,Person,CRO,Croatia,2,POINTS,W,,407
2024-08-08T11:43:16+02:00,TKWM68KG--------------8FNL000600--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1949404,PIE Bernardo,Person,DOM,Dominican Republic,0,POINTS,L,,410
2024-08-08T12:10:48+02:00,TKWM68KG--------------8FNL000700--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1955815,PONTES Edival,Person,BRA,Brazil,1,POINTS,L,,411
2024-08-08T12:10:48+02:00,TKWM68KG--------------8FNL000700--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1537401,KAREEM Zaid,Person,JOR,Jordan,2,POINTS,W,,406
2024-08-08T12:47:20+02:00,TKWM68KG--------------8FNL000800--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1566727,RECBER Hakan,Person,TUR,Türkiye,2,POINTS,W,,403
2024-08-08T12:47:20+02:00,TKWM68KG--------------8FNL000800--,TKWM68KG,Men -68kg,Men -68kg Round of 16,Round of 16,M,Taekwondo,TKW,Grand Palais,1888140,MAIGA Ibrahim,Person,BUR,Burkina Faso,0,POINTS,L,,414
2024-08-08T14:59:05+02:00,TKWM68KG--------------QFNL000100--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1893275,ALAPHILIPPE Souleyman,Person,FRA,France,1,POINTS,L,,404
2024-08-08T14:59:05+02:00,TKWM68KG--------------QFNL000100--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1546696,PEREZ POLO Javier,Person,ESP,Spain,2,POINTS,W,,405
2024-08-08T15:25:23+02:00,TKWM68KG--------------QFNL000200--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1910367,LIANG Yushuai,Person,CHN,China,0,POINTS,L,,409
2024-08-08T15:25:23+02:00,TKWM68KG--------------QFNL000200--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1887714,RASHITOV Ulugbek,Person,UZB,Uzbekistan,2,POINTS,W,,401
2024-08-08T16:04:07+02:00,TKWM68KG--------------QFNL000300--,TKWM68KG,Men -68kg,Men -68kg Quarterfinal,Quarterfinal,M,Taekwondo,TKW,Grand Palais,1896153,SINDEN Bradly,Person,GBR,Great Britain,2,POINTS,W,,402
