date,stage_code,event_code,event_name,event_stage,stage,gender,discipline_name,discipline_code,venue,participant_code,participant_name,participant_type,participant_country_code,participant_country,rank,result,result_type,result_IRM,result_diff,qualification_mark,start_order,bib
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000500--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 5",Heat 5,M,Cycling Track,CTR,National Velodrome,1943997,LENDEL Vasilijus,Person,LTU,Lithuania,5.0,,TIME,,+3.197,R,5,199
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000500--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 5",Heat 5,M,Cycling Track,CTR,National Velodrome,1550228,SAHROM Muhammad Shah Firdaus,Person,MAS,Malaysia,6.0,,IRM,REL,,R,5,201
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1940263,RICHARDSON Matthew,Person,AUS,Australia,1.0,,TIME,,,Q1/4,3,86
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1945744,NAKANO Shinji,Person,JPN,Japan,2.0,,TIME,,+0.119,Q1/4,3,190
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1920646,LIU Qi,Person,CHN,China,3.0,,TIME,,+0.157,R,3,116
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1912568,TURNBULL Hamish,Person,GBR,Great Britain,4.0,,TIME,,+0.353,R,3,149
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1966678,HEDGCOCK James,Person,CAN,Canada,5.0,,TIME,,+0.400,R,3,102
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1943616,SPIES Jean,Person,RSA,South Africa,6.0,,TIME,,+1.506,R,3,236
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1969182,LAVREYSEN Harrie,Person,NED,Netherlands,1.0,,TIME,,,Q1/4,2,208
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1912515,CARLIN Jack,Person,GBR,Great Britain,2.0,,TIME,,+0.361,Q1/4,2,144
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1895722,VIGIER Sebastien,Person,FRA,France,3.0,,TIME,,+0.535,R,2,137
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1920643,ZHOU Yu,Person,CHN,China,4.0,,TIME,,+0.819,R,2,117
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1928198,CHUGAY Andrey,Person,KAZ,Kazakhstan,5.0,,TIME,,+1.166,R,2,198
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1889698,DOERNBACH Maximilian,Person,GER,Germany,6.0,,TIME,,+1.191,R,2,161
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1940262,GLAETZER Matthew,Person,AUS,Australia,1.0,,TIME,,,Q1/4,1,81
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1969203,HOOGLAND Jeffrey,Person,NED,Netherlands,2.0,,TIME,,+0.011,Q1/4,1,207
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1945738,OTA Kaiya,Person,JPN,Japan,3.0,,TIME,,+0.031,R,1,192
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1569377,TJON EN FA Jair,Person,SUR,Suriname,4.0,,TIME,,+0.263,R,1,239
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1895684,HELAL Rayan,Person,FRA,France,5.0,,TIME,,+0.942,R,1,133
2024-08-10T18:01:39+02:00,CTRMKEIRIN------------RND1000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, First Round - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1550227,AWANG Mohd Azizulhasni,Person,MAS,Malaysia,,,IRM,DSQ,,,1,200
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1550228,SAHROM Muhammad Shah Firdaus,Person,MAS,Malaysia,1.0,,TIME,,,Q1/4,3,201
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1966697,WAMMES Nick,Person,CAN,Canada,2.0,,TIME,,+0.014,Q1/4,3,106
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1920646,LIU Qi,Person,CHN,China,3.0,,TIME,,+0.121,,3,116
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1569377,TJON EN FA Jair,Person,SUR,Suriname,4.0,,TIME,,+0.144,,3,239
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1895684,HELAL Rayan,Person,FRA,France,5.0,,IRM,REL,,,3,133
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1912568,TURNBULL Hamish,Person,GBR,Great Britain,1.0,,TIME,,,Q1/4,2,149
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1889773,SPIEGEL Luca,Person,GER,Germany,2.0,,TIME,,+0.069,Q1/4,2,165
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1895722,VIGIER Sebastien,Person,FRA,France,3.0,,TIME,,+0.120,,2,137
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1943997,LENDEL Vasilijus,Person,LTU,Lithuania,4.0,,TIME,,+0.146,,2,199
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1920643,ZHOU Yu,Person,CHN,China,5.0,,IRM,REL,,,2,117
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000400--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 4",Heat 4,M,Cycling Track,CTR,National Velodrome,1966678,HEDGCOCK James,Person,CAN,Canada,1.0,,TIME,,,Q1/4,4,102
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000400--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 4",Heat 4,M,Cycling Track,CTR,National Velodrome,1543501,ORTEGA FONTALVO Cristian David,Person,COL,Colombia,2.0,,TIME,,+0.053,Q1/4,4,122
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000400--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 4",Heat 4,M,Cycling Track,CTR,National Velodrome,1928198,CHUGAY Andrey,Person,KAZ,Kazakhstan,3.0,,TIME,,+0.090,,4,198
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000400--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 4",Heat 4,M,Cycling Track,CTR,National Velodrome,1912790,BROWNE Kwesi,Person,TTO,Trinidad and Tobago,4.0,,IRM,DNF,,,4,241
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1945738,OTA Kaiya,Person,JPN,Japan,1.0,,TIME,,,Q1/4,1,192
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1945073,DAKIN Sam,Person,NZL,New Zealand,2.0,,TIME,,+0.143,Q1/4,1,216
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1918609,ANGSUTHASAWIT Jai,Person,THA,Thailand,3.0,,TIME,,+0.188,,1,240
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1889698,DOERNBACH Maximilian,Person,GER,Germany,4.0,,TIME,,+0.194,,1,161
2024-08-10T20:17:53+02:00,CTRMKEIRIN------------REP-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Repechages - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1943616,SPIES Jean,Person,RSA,South Africa,5.0,,TIME,,+0.249,,1,236
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1912515,CARLIN Jack,Person,GBR,Great Britain,1.0,,TIME,,,Q1/2,1,144
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1940262,GLAETZER Matthew,Person,AUS,Australia,2.0,,TIME,,+0.006,Q1/2,1,81
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1550228,SAHROM Muhammad Shah Firdaus,Person,MAS,Malaysia,3.0,,TIME,,+0.051,Q1/2,1,201
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1945738,OTA Kaiya,Person,JPN,Japan,4.0,,TIME,,+0.059,Q1/2,1,192
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1898251,YAKOVLEV Mikhail,Person,ISR,Israel,5.0,,TIME,,+0.215,,1,176
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1966678,HEDGCOCK James,Person,CAN,Canada,6.0,,TIME,,+0.310,,1,102
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1969182,LAVREYSEN Harrie,Person,NED,Netherlands,1.0,,TIME,,,Q1/2,2,208
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1912568,TURNBULL Hamish,Person,GBR,Great Britain,2.0,,TIME,,+0.089,Q1/2,2,149
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1543501,ORTEGA FONTALVO Cristian David,Person,COL,Colombia,3.0,,TIME,,+0.138,Q1/2,2,122
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1945744,NAKANO Shinji,Person,JPN,Japan,4.0,,TIME,,+0.261,Q1/2,2,190
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1912786,PAUL Nicholas,Person,TTO,Trinidad and Tobago,5.0,,TIME,,+0.582,,2,242
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1966697,WAMMES Nick,Person,CAN,Canada,6.0,,TIME,,+1.035,,2,106
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1940263,RICHARDSON Matthew,Person,AUS,Australia,1.0,,TIME,,,Q1/2,3,86
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1945073,DAKIN Sam,Person,NZL,New Zealand,2.0,,TIME,,+0.346,Q1/2,3,216
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1572958,RUDYK Mateusz,Person,POL,Poland,3.0,,TIME,,+0.444,Q1/2,3,229
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1889773,SPIEGEL Luca,Person,GER,Germany,4.0,,TIME,,+0.491,Q1/2,3,165
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1969203,HOOGLAND Jeffrey,Person,NED,Netherlands,5.0,,TIME,,+0.514,,3,207
2024-08-11T11:47:56+02:00,CTRMKEIRIN------------QFNL000300--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Quarterfinals - Heat 3",Heat 3,M,Cycling Track,CTR,National Velodrome,1543498,QUINTERO CHAVARRO Kevin Santiago,Person,COL,Colombia,6.0,,TIME,,+0.554,,3,123
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1940263,RICHARDSON Matthew,Person,AUS,Australia,1.0,,TIME,,,QG,2,86
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1969182,LAVREYSEN Harrie,Person,NED,Netherlands,2.0,,TIME,,+0.234,QG,2,208
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1550228,SAHROM Muhammad Shah Firdaus,Person,MAS,Malaysia,3.0,,TIME,,+0.437,QG,2,201
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1912568,TURNBULL Hamish,Person,GBR,Great Britain,4.0,,IRM,DNF,,Q7-12,2,149
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1889773,SPIEGEL Luca,Person,GER,Germany,4.0,,IRM,DNF,,Q7-12,2,165
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 2",Heat 2,M,Cycling Track,CTR,National Velodrome,1945738,OTA Kaiya,Person,JPN,Japan,,,IRM,DSQ,,,2,192
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1912515,CARLIN Jack,Person,GBR,Great Britain,1.0,,TIME,,,QG,1,144
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1940262,GLAETZER Matthew,Person,AUS,Australia,2.0,,TIME,,+0.345,QG,1,81
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1945744,NAKANO Shinji,Person,JPN,Japan,3.0,,TIME,,+0.364,QG,1,190
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1543501,ORTEGA FONTALVO Cristian David,Person,COL,Colombia,4.0,,TIME,,+0.470,Q7-12,1,122
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1945073,DAKIN Sam,Person,NZL,New Zealand,5.0,,TIME,,+0.644,Q7-12,1,216
2024-08-11T13:40:47+02:00,CTRMKEIRIN------------SFNL000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Semifinals - Heat 1",Heat 1,M,Cycling Track,CTR,National Velodrome,1572958,RUDYK Mateusz,Person,POL,Poland,6.0,,TIME,,+2.528,Q7-12,1,229
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for places 7-12",For Places 7-12,M,Cycling Track,CTR,National Velodrome,1543501,ORTEGA FONTALVO Cristian David,Person,COL,Colombia,7.0,,TIME,,,,1,122
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for places 7-12",For Places 7-12,M,Cycling Track,CTR,National Velodrome,1945073,DAKIN Sam,Person,NZL,New Zealand,8.0,,TIME,,+0.015,,1,216
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for places 7-12",For Places 7-12,M,Cycling Track,CTR,National Velodrome,1889773,SPIEGEL Luca,Person,GER,Germany,9.0,,TIME,,+0.147,,1,165
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for places 7-12",For Places 7-12,M,Cycling Track,CTR,National Velodrome,1572958,RUDYK Mateusz,Person,POL,Poland,10.0,,TIME,,+0.248,,1,229
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000200--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for places 7-12",For Places 7-12,M,Cycling Track,CTR,National Velodrome,1912568,TURNBULL Hamish,Person,GBR,Great Britain,11.0,,IRM,DNS,,,1,149
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for Gold",For Gold,M,Cycling Track,CTR,National Velodrome,1969182,LAVREYSEN Harrie,Person,NED,Netherlands,1.0,,TIME,,,,2,208
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for Gold",For Gold,M,Cycling Track,CTR,National Velodrome,1940263,RICHARDSON Matthew,Person,AUS,Australia,2.0,,TIME,,+0.056,,2,86
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for Gold",For Gold,M,Cycling Track,CTR,National Velodrome,1940262,GLAETZER Matthew,Person,AUS,Australia,3.0,,TIME,,+0.881,,2,81
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for Gold",For Gold,M,Cycling Track,CTR,National Velodrome,1912515,CARLIN Jack,Person,GBR,Great Britain,4.0,,IRM,DNF,,,2,144
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for Gold",For Gold,M,Cycling Track,CTR,National Velodrome,1945744,NAKANO Shinji,Person,JPN,Japan,4.0,,IRM,DNF,,,2,190
2024-08-11T13:55:32+02:00,CTRMKEIRIN------------FNL-000100--,CTRMKEIRIN,Men's Keirin,"Men's Keirin, Final for Gold",For Gold,M,Cycling Track,CTR,National Velodrome,1550228,SAHROM Muhammad Shah Firdaus,Person,MAS,Malaysia,6.0,,IRM,REL,,,2,201
2024-08-11T15:14:47+02:00,CTRMMADISON-----------FNL-000100--,CTRMMADISON,Men's Madison,"Men's Madison, Final",Final,M,Cycling Track,CTR,National Velodrome,CTRMMADISON-POR01,Portugal,Team,POR,Portugal,1.0,55,POINTS,,,,12,8
